   10.0000000       97172.934007056814        8418.1787571995465        0.0000000000000000        169642284.17939344        327100575.43789566        17150089.841470499        247167350.04327342        64236121.635866269        1389088908.4464095        400676255.88829225        5132917870.8550444        3027076904.3670936        252080926.06186387        7756060.0617320733        104821458563.08922        7781341051.9678793     
   12.5892544       84387.752846064381        8807.0850442104802        0.0000000000000000        333330106.65946668        681078375.22162914        37759051.744775519        590520946.94843483        160663960.56705335        3519877291.0517311        1049803899.8000652        13577866344.829063        8265343842.8688211        716851589.61580563        22056185.899716742        307350060422.37280        22839708155.833210     
   15.8489332       70730.676888725706        8777.5777638955969        0.0000000000000000        588406780.25158608        1271374469.9166055        74453664.471590519        1261673540.2543483        358972742.62124419        7964269607.8147898        2452580306.5610504        32007914329.317631        20060271682.890198        1799788597.7102938        55376134.325098388        781762274201.61829        58014699722.016182     
   19.9526215       56815.527564478616        8383.0993713083371        0.0000000000000000        936214069.12756813        2131452904.8171906        131513794.33119260        2404721154.9679785        713419176.27426505        16012730318.752531        5075276403.2453995        66759655318.194221        42867905616.580177        3933918152.8921261        121039308.26375878        1686147388383.5620        124531159198.22595     
   25.1188622       43384.052936034546        7707.8230616806459        0.0000000000000000        1350519479.1745880        3224436189.8372350        208821016.69971192        4093566478.1492958        1260637223.4193003        28581408575.969860        9279975833.4005070        122831476091.67058        80253947911.895569        7417828720.8809977        228232708.37286368        3033308555523.9072        222024542703.35794     
   31.6227760       31548.627648256876        6839.4815783767872        0.0000000000000000        1780051311.2580457        4433140028.0028439        299921260.19031596        6253077113.4250164        1987730817.1832619        45436807253.994980        15025827230.997927        199732542822.87631        131689884558.73761        12041233425.081846        370486190.95984310        4528597574438.2861        327136121689.03790     
   39.8107071       21974.239482613135        5848.9393756659747        0.0000000000000000        2163126298.0650115        5588448334.9601307        392919697.83149177        8636821347.6992149        2816809966.7477965        64787174812.330292        21688335307.490475        288919724607.86005        190583303060.07544        16929497228.797861        520888868.58236384        5669901742337.3584        402996231131.08447     
   50.1187286       14760.025895987148        4779.7109880573935        0.0000000000000000        2446687587.8789282        6522793901.1005459        474093229.09452027        10891719359.739145        3622985346.2089834        83683134000.758499        28194343600.393650        375670800891.04364        245978005803.79459        20899979320.664001        643053105.30519688        6108185855311.5820        426808629650.37421     
   63.0957260       9631.5816246145441        3690.8951630404313        0.0000000000000000        2600012236.2462168        7119681429.0838795        532230458.66582870        12676750763.721994        4277988978.3722477        99064130556.344559        33426013256.617439        444758615534.54559        287253837858.30566        23093329822.242001        710538331.41409755        5864603468436.2246        403467973002.34869     
   79.4328156       6156.4128191202126        2703.4477534574639        0.0000000000000000        2618035458.1438460        7336937404.1039257        561475072.41003323        13767363100.933609        4692777878.2495689        108799365404.82918        36627201683.545097        486104229841.31903        308376954080.92377        23332009328.515358        717882007.62865448        5199319328910.0342        353202524122.85449     
   100.000000       3875.7967680153597        1890.7681711766465        0.0000000000000000        2515505696.3840857        7200303440.1962690        561727855.06635141        14097251239.185095        4837071635.4000263        112168915252.22247        37580002224.540359        497114585394.07294        309074534977.95636        22000563879.902489        676915902.57394218        4377845913505.8320        294524690022.35797     
   125.892517       2404.1780480986654        1272.5936428784173        0.0000000000000000        2316766003.1715126        6778706283.2379770        537130706.22608471        13736061945.296883        4732933604.6946449        109707922114.82771        36526385954.627441        481437368820.29846        293210960755.20374        19698826452.009396        606095752.27649796        3564588144862.6733        237993940716.46591     
   158.489334       1500.6484471620317        830.53267785056244        0.0000000000000000        2046110516.8395684        6155629940.7417154        493794074.73829836        12832456406.335775        4433699992.6376762        102694674178.21581        33960326569.328053        445993795940.10107        266256284596.74506        16967006030.528557        522042770.08163685        2832065476491.8306        187846018820.23203     
   199.526215       931.36898186262647        528.70470749945071        0.0000000000000000        1723091542.5218315        5406299254.8624105        437777966.53809774        11555007940.482492        4001533227.0754652        92610830576.397903        30425103619.567684        398195606258.69177        233344796107.08881        14177177214.874321        436204988.63681763        2201264487933.4829        145071620033.38281     
   251.188705       572.14608066809512        332.90005663454878        0.0000000000000000        1369515816.1870699        4584633865.5409412        373900370.17385608        10050903791.288528        3491654751.5573087        80767192081.305084        26384029019.019222        344244538954.37488        198360143145.53229        11540402506.015301        355076400.98520923        1671969241400.6377        109449101990.01477     
   316.227753       359.58417066114811        209.26146420389458        0.0000000000000000        1027772538.2346792        3721464676.4973884        305797229.10512269        8429912046.1529131        2945629641.5715299        68147078693.467049        22174212031.505581        288579087387.75494        163835245302.71454        9157537158.7862320        281760130.86043161        1237892643871.7769        80459881919.747650     
   398.107086       221.36466285203403        127.71721455425566        0.0000000000000000        733730018.85522330        2861384396.0658331        237586804.59044710        6776766145.3069334        2393219056.8269157        55443921997.990181        18022989274.452415        234140707097.75723        131301552918.15665        7070655415.2197847        217550720.31523162        891522374022.86316        57529891203.892593     
   501.187286       136.08637778867171        80.859474274543530        0.0000000000000000        502291550.34531790        2093869158.4879303        175477199.39875919        5188090523.1239052        1861072084.1074829        43244992582.724373        14101255582.014597        183074006365.87372        101757300847.20236        5297504893.5890608        162994227.49006897        624178646189.80273        39999510920.174500     
