11.191807831754277 756949659.5103991
13.885494425986197 1285586665.5648851
17.252101411689644 2041239563.0904846
22.84824904911539 3254535081.3924584
27.91152658707185 4282675870.9728637
34.76164137224774 5320221697.023567
45.45949003106635 6400127055.545778
58.77005434806055 7071879889.326932
72.27102317803069 7091249213.838275
89.33128303677816 7111154809.543484
112.06428033393681 6929169220.93719
134.14670778823248 6555286886.182556
182.95443957714113 5630449130.0009165
237.7899463601484 4749861842.087275
292.8276362931973 4050732046.533521
355.0917834182976 3414074843.3621416
443.8502494834797 2716840070.5347476
558.6414288670748 2080397729.5408654
705.4670372844968 1532849002.6706533
845.6938307545722 1184374091.6417873
