1.03248e+1 2.15538e+19
1.06801e+1 2.18430e+19
1.20363e+1 2.24930e+19
1.24786e+1 2.24930e+19
1.40949e+1 2.29025e+19
1.46458e+1 2.29025e+19
1.65802e+1 2.27527e+19
1.71894e+1 2.24930e+19
1.94159e+1 2.19463e+19
2.01748e+1 2.18266e+19
2.28394e+1 2.07218e+19
2.36787e+1 2.05155e+19
2.67457e+1 1.91685e+19
2.77286e+1 1.88134e+19
3.13201e+1 1.73860e+19
3.24710e+1 1.70359e+19
3.66768e+1 1.54239e+19
3.80246e+1 1.50688e+19
4.29497e+1 1.34275e+19
4.45280e+1 1.30668e+19
5.00691e+1 1.15941e+19
5.19090e+1 1.12291e+19
5.83687e+1 9.86427e+18
6.05136e+1 9.47725e+18
6.80439e+1 8.33765e+18
7.07037e+1 7.93402e+18
7.96816e+1 6.90426e+18
8.26097e+1 6.67814e+18
9.19517e+1 5.73374e+18
9.58698e+1 5.51556e+18
1.11761e+2 4.52260e+18
1.30287e+2 3.71511e+18
1.51883e+2 3.00805e+18
1.70784e+2 2.58033e+18
1.76661e+2 2.43337e+18
1.98197e+2 2.05593e+18
2.05018e+2 1.96404e+18
2.28976e+2 1.65430e+18
2.37926e+2 1.56863e+18
2.66931e+2 1.31486e+18
2.76116e+2 1.24813e+18
3.09777e+2 1.03568e+18
3.20437e+2 9.84932e+17
3.59501e+2 8.16442e+17
3.72712e+2 7.71647e+17
4.17206e+2 6.36790e+17
4.31563e+2 6.02370e+17
4.81994e+2 4.98710e+17
4.99706e+2 4.73207e+17
5.59361e+2 3.83587e+17
5.79916e+2 3.62303e+17
6.49147e+2 2.95523e+17
6.71485e+2 2.81044e+17
7.49954e+2 2.28801e+17
7.75761e+2 2.16345e+17
8.66415e+2 1.75264e+17
8.96229e+2 1.64672e+17
9.83062e+2 1.38731e+17

