11.648433546575832 19280006037.0032
14.491190428532027 51451386487.99985
18.143869376538767 123183584978.34784
22.644414852807092 255137479684.32578
29.371637142365632 457484243971.1968
35.61290914672847 613266540568.0042
64.09576112426414 619556023675.2972
76.97055918121411 537713213954.6247
95.14191068672443 466916012413.6026
116.47564691584157 405372405574.46747
178.82225539589987 274210469319.44464
210.98243409177297 240803883070.21442
285.3276532845402 172643169312.57825
378.5066384527053 123734277061.92632
467.865183429625 92953974552.5186
578.3196584357615 69830620829.39142
728.757625652838 50003348854.73046
839.3593456788693 41322290240.37338
