1.03461e+1  5.14722e+11
1.06781e+1  5.54120e+11
1.18461e+1  7.79861e+11
1.22816e+1  8.51821e+11
1.43504e+1  1.24725e+12
1.93725e+1  2.45231e+12
2.25846e+1  3.17067e+12
2.63292e+1  4.15529e+12
3.06942e+1  4.88732e+12
3.61074e+1  5.90588e+12
4.22838e+1  6.85302e+12
4.89612e+1  7.70507e+12
5.56785e+1  7.84525e+12
5.77245e+1  7.88779e+12
6.52014e+1  7.95205e+12
6.75973e+1  7.95205e+12
7.63530e+1  8.06031e+12
7.91587e+1  8.01683e+12
8.98159e+1  7.92278e+12
9.31164e+1  7.93057e+12
1.05177e+2  7.64532e+12
1.09288e+2  7.53337e+12
1.23721e+2  7.16310e+12
1.28267e+2  7.04088e+12
1.44880e+2  6.58059e+12
1.50203e+2  6.42235e+12
1.69657e+2  6.07524e+12
1.76288e+2  5.89259e+12
1.99568e+2  5.37912e+12
2.06902e+2  5.31471e+12
2.33697e+2  4.80393e+12
2.42284e+2  4.65511e+12
2.73662e+2  4.20668e+12
2.84358e+2  4.09025e+12
3.20460e+2  3.59865e+12
3.32234e+2  3.46665e+12
3.75261e+2  3.08229e+12
3.89049e+2  2.96339e+12
4.39432e+2  2.60136e+12
4.55578e+2  2.48569e+12
5.14576e+2  2.16066e+12
5.33482e+2  2.05699e+12
5.99857e+2  1.77270e+12
6.23300e+2  1.69076e+12
7.02431e+2  1.43311e+12
7.28238e+2  1.35999e+12
8.18841e+2  1.14441e+12
8.50842e+2  1.08460e+12
9.58858e+2  9.02707e+11
9.89612e+2  8.57986e+11

