   0.0000000000000000        2394446821198780.0        0.0000000000000000        15560780.265106672        0.0000000000000000        0.0000000000000000        0.0000000000000000     
   9.1302630180010850E-004   2392249998002028.0       -9.1788698300786123E-004   15560780.265106605       -2.1526463388514840E-004   2598.0661117362342       -2598.0661117362342     
   1.1503495993439791E-003   2388865326364082.0       -2.3461442770358722E-003   15560908.972153993       -2.6248673480321760E-004   3273.3095552623477       -3273.3095552623477     
   1.4493701266948883E-003   2383609097501124.0       -4.5573182925554463E-003   15560996.593170887       -3.1722382950525327E-004   4123.9952176012066       -4123.9952176012066     
   1.8261345036295279E-003   2375518540109503.0       -7.9590896785551590E-003   15561014.759394754       -3.7900138960909852E-004   5195.6661224129648       -5195.6661224129648     
   2.3008608599783082E-003   2363181690314100.0       -1.3152593858581772E-002   15560876.192037137       -4.4618695467322345E-004   6545.6991779567825       -6545.6991779567825     
   2.8990469478532431E-003   2344581383796444.5       -2.1013528083179273E-002   15560450.046531400       -5.1596874211096893E-004   8246.2453801349402       -8246.2453801349402     
   3.6528541069940413E-003   2316878252041701.0       -3.2811538710758377E-002   15559535.508911515       -5.8491039274157321E-004   10388.003617838671       -10388.003617838671     
   4.6028707575888244E-003   2285666637807224.0       -4.6209154751782250E-002   15557820.366873419       -6.5091185741065637E-004   13084.863023674941       -13084.863023674941     
   5.5145199345258359E-003   2259158961870591.5       -5.7638873042417015E-002   15555378.961213844       -7.0339415755201428E-004   15669.893429094351       -15669.893429094351     
   6.1964408960729772E-003   2216179213181936.5       -7.6603614775218945E-002   15552856.876189565       -7.4100349618343338E-004   17601.350418984755       -17601.350418984755     
   7.2334731740850335E-003   2149266307209435.5      -0.10692975862694909        15549415.278135266       -7.9635871151051570E-004   20534.268314705627       -20534.268314705627     
   8.7065836516981958E-003   2048597512068846.8      -0.15431903750515530        15543384.995472269       -8.7015618448879530E-004   24689.968498423739       -24689.968498423739     
   1.0698052806282551E-002   1902294354578954.8      -0.22742814482437412        15533175.325010542       -9.5821661775129284E-004   30284.450696230004       -30284.450696230004     
   1.3309103885121737E-002   1698210781829060.2      -0.33928642942558285        15516333.942771325       -1.0484711386900558E-003   37569.604607506684       -37569.604607506684     
   1.6676358427889629E-002   1463634054933656.0      -0.48529734431568183        15489029.811774904       -1.1269021146918020E-003   46861.963011098480       -46861.963011098480     
   2.0372709629433612E-002   1269100881487181.8      -0.62414627908550324        15450203.109643759       -1.1769610975583616E-003   56904.171770138921       -56904.171770138921     
   2.3393986651689007E-002   1013832005397797.2      -0.84460556756624316        15407905.128602177       -1.2005736148983448E-003   64972.636385859623       -64972.636385859623     
   2.7715105764779459E-002   687832147368394.75       -1.2269741494181758        15350703.644555835       -1.2251151926464536E-003   76248.706507242008       -76248.706507242008     
   3.4303329237629403E-002   382046577855673.94       -1.8050056376815380        15249002.678802399       -1.2614720711127427E-003   92760.947404700943       -92760.947404700943     
   4.2742128104201492E-002   233821241833768.12       -2.2797690348681638        15084975.958294943       -1.3061438564274388E-003   112555.35771601580       -112555.35771601580     
   4.8570381282861362E-002   114034878336102.67       -2.9811715536809960        14918458.318735057       -1.3346577658927886E-003   125305.33181119130       -125305.33181119130     
