   5.0000000000000001E-004   5.9860922078607872E+018   0.0000000000000000        15464000.000000000        0.0000000000000000       -10970.245966200511        10970.245966200511     
   1.0000000000000000E-003   5.9760002718566175E+018   1.4933083976071714E-003   15462000.000000000       -1.7479507306594658E-005  -5485.1229831002556        5485.1229831002556     
   1.5000000000000000E-003   5.9675154426445783E+018   2.7200980922143345E-003   15460000.000000000       -3.3568438809838537E-005  -4875.6648738668937        4875.6648738668937     
   2.0000000000000000E-003   5.9584795742883441E+018   4.0413598518489373E-003   15458000.000000000       -4.8330351770826443E-005  -5485.1229831002556        5485.1229831002556     
   2.5000000000000001E-003   5.9459191918318193E+018   5.8604296057623694E-003   15455000.000000000       -6.1828803450653209E-005  -7459.7672570163477        7459.7672570163477     
   3.0000000000000001E-003   5.9319958269684931E+018   8.0107184519999618E-003   15453000.000000000       -7.4127351110413628E-005  -8837.1425838837440        8837.1425838837440     
   3.5000000000000001E-003   5.9163470277339341E+018   1.0458087312115685E-002   15451000.000000000       -8.5289552011202539E-005  -10074.715683245366        10074.715683245366     
   4.0000000000000001E-003   5.8977886481016392E+018   1.3308542813349667E-002   15448000.000000000       -9.5378963414114728E-005  -11655.886339088045        11655.886339088045     
   4.4999999999999997E-003   5.8772861890938071E+018   1.6499567023312154E-002   15445000.000000000       -1.0445914258024503E-004  -13001.772996978385        13001.772996978385     
   5.0000000000000001E-003   5.8546023348620749E+018   2.0075229355262739E-002   15442000.000000000       -1.1259364677068825E-004  -14480.724675384678        14480.724675384678     
   5.4999999999999997E-003   5.8297382746548224E+018   2.4039757362187802E-002   15439000.000000000       -1.1984603324653919E-004  -15956.721405382565        15956.721405382565     
   6.0000000000000001E-003   5.8028015875650068E+018   2.8379532616556867E-002   15436000.000000000       -1.2627985926889275E-004  -17369.556113150808        17369.556113150808     
   6.4999999999999997E-003   5.7737258849594470E+018   3.3111205164824117E-002   15433000.000000000       -1.3196090903324270E-004  -18824.682427207983        18824.682427207983     
   7.0000000000000001E-003   5.7419927420555971E+018   3.8233665875182406E-002   15429000.000000000       -1.3696955648029253E-004  -20261.372651860125        20261.372651860125     
   7.4999999999999997E-003   5.7087417899773164E+018   4.3749649270947842E-002   15426000.000000000       -1.4139204895396778E-004  -21696.708688707677        21696.708688707677     
   8.0000000000000002E-003   5.6728655689588255E+018   4.9664911065025213E-002   15422000.000000000       -1.4531464989084688E-004  -23140.362584954204        23140.362584954204     
   8.5000000000000006E-003   5.6349895247502346E+018   5.5974898899497236E-002   15418000.000000000       -1.4882362272750812E-004  -24559.685605992148        24559.685605992148     
   8.9999999999999993E-003   5.5956523828805192E+018   6.2688356361724623E-002   15415000.000000000       -1.5200523090052988E-004  -26003.545993956770        26003.545993956770     
   9.4999999999999998E-003   5.5538072105093100E+018   6.9805334147457918E-002   15411000.000000000       -1.5494573784649050E-004  -27440.809161991863        27440.809161991863     
   1.0000000000000000E-002   5.5095476935921275E+018   7.7319734750155328E-002   15406000.000000000       -1.5773140700196833E-004  -28851.746891107345        28851.746891107345     
   1.0500000000000001E-002   5.4639422938332170E+018   8.5242195992870709E-002   15402000.000000000       -1.6044850180354172E-004  -30298.774573315699        30298.774573315699     
   1.0999999999999999E-002   5.4165241129440061E+018   9.3568844504901313E-002   15398000.000000000       -1.6318328568778903E-004  -31732.116431158505        31732.116431158505     
   1.1500000000000000E-002   5.3668646228951808E+018  0.10229212241821876        15393000.000000000       -1.6602202209128861E-004  -33138.852654042385        33138.852654042385     
   1.2000000000000000E-002   5.3160420394089165E+018  0.11141710418447553        15389000.000000000       -1.6904512978375814E-004  -34567.702133079743        34567.702133079743     
   1.2500000000000001E-002   5.2630684889833441E+018  0.12094449321761336        15384000.000000000       -1.7226732882639481E-004  -35999.959162683590        35999.959162683590     
   1.2999999999999999E-002   5.2085692075879782E+018  0.13086592027299607        15379000.000000000       -1.7566199548446954E-004  -37405.942236822753        37405.942236822753     
