   0.0000000000000000        2021492344951815.5        15538078.170051474        0.0000000000000000        0.0000000000000000        0.0000000000000000     
   9.1156518722527622E-004   2020037354366115.0        15538078.170051446       -2.0842476826098033E-004   2603.6084415751875       -2603.6084415751875     
   1.1485121816429539E-003   2018002747077596.0        15539198.073185427       -2.5432959401452797E-004   3280.2724378701187       -3280.2724378701187     
   1.4470700292837386E-003   2014747386696327.0        15540274.693508424       -3.0765716649756977E-004   4132.6823339535467       -4132.6823339535467     
   1.8232475749965288E-003   2009702600321150.0        15541503.515619656       -3.6802995786053137E-004   5206.5474089223071       -5206.5474089223071     
   2.2972399465464748E-003   2001979252588357.0        15542776.831863357       -4.3399150313981746E-004   6559.3135656437089       -6559.3135656437089     
   2.8945261291578091E-003   1990336305415967.0        15543944.343392400       -5.0297534433229305E-004   8263.1599353922302       -8263.1599353922302     
   3.6471997510688870E-003   1973069129789369.8        15544783.703680858       -5.7180560191100118E-004   10409.071791378863       -10409.071791378863     
   4.5957919594174146E-003   1953834876161709.0        15544956.149391482       -6.3852142102467624E-004   13111.137641023326       -13111.137641023326     
   5.5061019742368650E-003   1937634607475574.0        15544129.746767174       -6.9191384109553605E-004   15701.000257778838       -15701.000257778838     
   6.1870225286251692E-003   1911301263212896.8        15542754.660302738       -7.3002928920086181E-004   17636.060265440137       -17636.060265440137     
   7.2225388583224189E-003   1870444310281847.5        15540554.221582880       -7.8585184160812332E-004   20574.418302251830       -20574.418302251830     
   8.6935077608557149E-003   1809077523749103.2        15536106.689404793       -8.5985088463449467E-004   24737.758995569839       -24737.758995569839     
   1.0682102850264798E-002   1719590160996085.5        15527709.475822650       -9.4775476932910637E-004   30342.406448267771       -30342.406448267771     
   1.3289424508558223E-002   1593294519708490.2        15512781.658744553       -1.0379158685732315E-003   37640.576127370688       -37640.576127370688     
   1.6651913362803666E-002   1444763691207766.0        15487383.688949523       -1.1167107794144552E-003   46949.285793424366       -46949.285793424366     
   2.0343101333384465E-002   1317460473777607.0        15450168.303258602       -1.1675712705509389E-003   57008.777616644475       -57008.777616644475     
   2.3360210153677452E-002   1142622052917968.2        15408962.787859624       -1.1919673932125120E-003   65090.833176353044       -65090.833176353044     
   2.7675470981096288E-002   898183723540031.00        15352821.676689716       -1.2175274325623060E-003   76385.315525435377       -76385.315525435377     
   3.4255058109225425E-002   628222461937983.88        15252348.593887217       -1.2549351326220824E-003   92922.879293004546       -92922.879293004546     
   4.2683336311825505E-002   467294219945274.81        15089427.060753597       -1.3003312897999109E-003   112744.68968968930       -112744.68968968930     
   4.8504733350813407E-002   305265107722406.75        14923482.994355127       -1.3291448758997757E-003   125510.10418100769       -125510.10418100769     
   5.6261752523231776E-002   230164752213150.84        14734009.125734409       -1.3631215481629336E-003   141224.81193226171       -141224.81193226171     
   6.0754762810655540E-002   148493363096146.16        14560267.650158750       -1.3800282099087624E-003   149682.94039499926       -149682.94039499926     
   6.7528282185419092E-002   100236131978650.12        14379348.268120041       -1.4013965276404232E-003   161481.70572231326       -161481.70572231326     
