                  Infinity  -9543668760068640.0     
                  Infinity  -9543382560064188.0     
                  Infinity  -9543202360061388.0     
                  Infinity  -9543022160058586.0     
                  Infinity  -9542797016055082.0     
                  Infinity  -9542513572050672.0     
                  Infinity  -9542184647555764.0     
                  Infinity  -9541806698060090.0     
                  Infinity  -9541377839720086.0     
                  Infinity  -9540899850379322.0     
                  Infinity  -9540370467098360.0     
                  Infinity  -9539790839816616.0     
                  Infinity  -9539161331522804.0     
                  Infinity  -9538481527309842.0     
                  Infinity  -9537751771380126.0     
                  Infinity  -9536971942618000.0     
                  Infinity  -9536142319529836.0     
                  Infinity  -9535262898524236.0     
                  Infinity  -9534333367577184.0     
                  Infinity  -9533354299296028.0     
                  Infinity  -9532325523851460.0     
                  Infinity  -9531246651579664.0     
                  Infinity  -9530118383249848.0     
                  Infinity  -9528940796995716.0     
                  Infinity  -9527713448946626.0     
                  Infinity  -9526436736806538.0     
                  Infinity  -9525110894686424.0     
                  Infinity  -9523735710915986.0     
                  Infinity  -9522311381647796.0     
                  Infinity  -9520837980868638.0     
                  Infinity  -9519315659142570.0     
                  Infinity  -9517744476384498.0     
                  Infinity  -9516124549906568.0     
                  Infinity  -9514456094299962.0     
                  Infinity  -9512739037093684.0     
                  Infinity  -9510973549379152.0     
                  Infinity  -9509159715007144.0     
                  Infinity  -9507297532204094.0     
                  Infinity  -9505387320923592.0     
                  Infinity  -9503429307239294.0     
                  Infinity  -9501423388131658.0     
                  Infinity  -9499369636523276.0     
                  Infinity  -9497268279649062.0     
                  Infinity  -9495119463683204.0     
                  Infinity  -9492923361002584.0     
                  Infinity  -9490680078848818.0     
                  Infinity  -9488389747900394.0     
                  Infinity  -9486052528952066.0     
                  Infinity  -9483668596854784.0     
                  Infinity  -9481238070999280.0     
                  Infinity  -9478761010848370.0     
                  Infinity  -9476237647939822.0     
                  Infinity  -9473668085200294.0     
                  Infinity  -9471052438129568.0     
                  Infinity  -9468391034019620.0     
                  Infinity  -9465683950709218.0     
                  Infinity  -9462931333034340.0     
                  Infinity  -9460133460824402.0     
                  Infinity  -9457290383442194.0     
                  Infinity  -9454402114200786.0     
                  Infinity  -9451468993866810.0     
                  Infinity  -9448491213504042.0     
                  Infinity  -9445468902741876.0     
                  Infinity  -9442402304343050.0     
                  Infinity  -9439291602399840.0     
                  Infinity  -9436137033186132.0     
                  Infinity  -9432938610018726.0     
                  Infinity  -9429696484092486.0     
                  Infinity  -9426410773046888.0     
                  Infinity  -9423081749753886.0     
                  Infinity  -9419709687714866.0     
                  Infinity  -9416294694863948.0     
                  Infinity  -9412836995111594.0     
                  Infinity  -9409337049006318.0     
                  Infinity  -9405794926928972.0     
                  Infinity  -9402210455825808.0     
                  Infinity  -9398584076896666.0     
                  Infinity  -9394916024372410.0     
                  Infinity  -9391206637574246.0     
                  Infinity  -9387456221934836.0     
                  Infinity  -9383664736897734.0     
                  Infinity  -9379832384172054.0     
                  Infinity  -9375959139217592.0     
                  Infinity  -9372045196370090.0     
                  Infinity  -9368090835027330.0     
                  Infinity  -9364096519144818.0     
                  Infinity  -9360062676484520.0     
                  Infinity  -9355989106507658.0     
                  Infinity  -9351876013803546.0     
                  Infinity  -9347723697874534.0     
                  Infinity  -9343532299866808.0     
                  Infinity  -9339302275422858.0     
                  Infinity  -9335033552671574.0     
                  Infinity  -9330726399564410.0     
                  Infinity  -9326381389569582.0     
                  Infinity  -9321998242337294.0     
                  Infinity  -9317577203353008.0     
                  Infinity  -9313118937027978.0     
                  Infinity  -9308623502862846.0     
                  Infinity  -9304090589887302.0     
                  Infinity  -9299520862893154.0     
                  Infinity  -9294914804526812.0     
                  Infinity  -9290272329223852.0     
                  Infinity  -9285593916404976.0     
                  Infinity  -9280879172799774.0     
                  Infinity  -9276128579348926.0     
                  Infinity  -9271342641290298.0     
                  Infinity  -9266521496091592.0     
                  Infinity  -9261665637093854.0     
                  Infinity  -9256774584548994.0     
                  Infinity  -9251848830849974.0     
                  Infinity  -9246888875741560.0     
                  Infinity  -9241894744312496.0     
                  Infinity  -9236866631012982.0     
                  Infinity  -9231804586366610.0     
                  Infinity  -9226709101465900.0     
                  Infinity  -9221580522728340.0     
                  Infinity  -9216418912282718.0     
                  Infinity  -9211224480326872.0     
                  Infinity  -9205997440428834.0     
                  Infinity  -9200738139449228.0     
                  Infinity  -9195446666215690.0     
                  Infinity  -9190122985702794.0     
                  Infinity  -9184767701787266.0     
                  Infinity  -9179381163607934.0     
                  Infinity  -9173963345403412.0     
                  Infinity  -9168514238165588.0     
                  Infinity  -9163034074039190.0     
                  Infinity  -9157523207677722.0     
                  Infinity  -9151982096043908.0     
                  Infinity  -9146411081754062.0     
                  Infinity  -9140810165345308.0     
                  Infinity  -9135179576597336.0     
                  Infinity  -9129519438808916.0     
                  Infinity  -9123829878055108.0     
                  Infinity  -9118111129214732.0     
                  Infinity  -9112363528012392.0     
                  Infinity  -9106587406323492.0     
                  Infinity  -9100782891765440.0     
                  Infinity  -9094950211206410.0     
                  Infinity  -9089089593272678.0     
                  Infinity  -9083201168024206.0     
                  Infinity  -9077285069652218.0     
                  Infinity  -9071341617582208.0     
                  Infinity  -9065370948310304.0     
                  Infinity  -9059373373237570.0     
                  Infinity  -9053349207247848.0     
                  Infinity  -9047298577255056.0     
                  Infinity  -9041221704126104.0     
                  Infinity  -9035118802383166.0     
                  Infinity  -9028990089499474.0     
                  Infinity  -9022835694151390.0     
                  Infinity  -9016655831395986.0     
                  Infinity  -9010450712320576.0     
                  Infinity  -9004220548332905.0     
                  Infinity  -8997965625329639.0     
                  Infinity  -8991686227432684.0     
                  Infinity  -8985382401714552.0     
                  Infinity  -8979054350260684.0     
                  Infinity  -8972702275238554.0     
                  Infinity  -8966326375060809.0     
                  Infinity  -8959926848147015.0     
                  Infinity  -8953504032857438.0     
                  Infinity  -8947058193061178.0     
