   5.0000000000000001E-004 -0.19702625907159330        148.90000000000001        42633664935204.008        15464000.000000000     
   1.0000000000000000E-003  -6.0850951607541580E-002   148.90000000000001        42561789086330.648        15462000.000000000     
   1.5000000000000000E-003  -2.9805443821784301E-002   148.90000000000001        42501359161769.039        15460000.000000000     
   2.0000000000000000E-003  -1.7900810767437058E-002   148.90000000000001        42437004631395.148        15458000.000000000     
   2.5000000000000001E-003  -1.2071396598201670E-002   148.80000000000001        42347548110672.625        15455000.000000000     
   3.0000000000000001E-003  -8.7586387098171643E-003   148.80000000000001        42248384243867.531        15453000.000000000     
   3.5000000000000001E-003  -6.6894695044471516E-003   148.80000000000001        42136931612339.289        15451000.000000000     
   4.0000000000000001E-003  -5.3083816682556262E-003   148.69999999999999        42004756610568.109        15448000.000000000     
   4.4999999999999997E-003  -4.3319277656499776E-003   148.69999999999999        41858735633452.914        15445000.000000000     
   5.0000000000000001E-003  -3.6179338918641518E-003   148.59999999999999        41697178494414.508        15442000.000000000     
   5.4999999999999997E-003  -3.0746734279795984E-003   148.59999999999999        41520093663983.023        15439000.000000000     
   6.0000000000000001E-003  -2.6537458235114928E-003   148.50000000000000        41328247331813.742        15436000.000000000     
   6.4999999999999997E-003  -2.3172547051362614E-003   148.50000000000000        41121166672147.148        15433000.000000000     
   7.0000000000000001E-003  -2.0458879415603134E-003   148.40000000000001        40895159412805.070        15429000.000000000     
   7.4999999999999997E-003  -1.8222960260846788E-003   148.30000000000001        40658342120948.891        15426000.000000000     
   8.0000000000000002E-003  -1.6354675101289849E-003   148.19999999999999        40402827358693.211        15422000.000000000     
   8.5000000000000006E-003  -1.4774256384288624E-003   148.09999999999999        40133069613861.602        15418000.000000000     
   8.9999999999999993E-003  -1.3422716049639311E-003   148.00000000000000        39852905744273.945        15415000.000000000     
   9.4999999999999998E-003  -1.2255632379483505E-003   147.90000000000001        39554879390977.727        15411000.000000000     
   1.0000000000000000E-002  -1.1239008713478402E-003   147.80000000000001        39239657795719.547        15406000.000000000     
   1.0500000000000001E-002  -1.0346448702047164E-003   147.69999999999999        38914850650245.172        15402000.000000000     
   1.0999999999999999E-002  -9.5571894695422233E-004   147.59999999999999        38577132659568.516        15398000.000000000     
   1.1500000000000000E-002  -8.8547065614170408E-004   147.50000000000000        38223451805548.180        15393000.000000000     
   1.2000000000000000E-002  -8.2313013062213414E-004   147.30000000000001        37861487249128.367        15389000.000000000     
   1.2500000000000001E-002  -7.6647292460778913E-004   147.19999999999999        37484203258075.812        15384000.000000000     
   1.2999999999999999E-002  -7.1522705125327834E-004   147.09999999999999        37096052826487.922        15379000.000000000     
   1.3500000000000000E-002  -6.6912507298760599E-004   146.90000000000001        36697336212972.781        15374000.000000000     
   1.4000000000000000E-002  -6.2662505251223741E-004   146.80000000000001        36288503587167.406        15369000.000000000     
   1.4500000000000001E-002  -5.8810749648295765E-004   146.59999999999999        35870110588600.555        15364000.000000000     
   1.4999999999999999E-002  -5.5231779589196288E-004   146.50000000000000        35442532222285.938        15359000.000000000     
   1.5500000000000000E-002  -5.1967311934442964E-004   146.30000000000001        35002918737391.039        15353000.000000000     
   1.6000000000000000E-002  -4.8913067702276343E-004   146.19999999999999        34558499412856.984        15348000.000000000     
   1.6500000000000001E-002  -4.6111465689821095E-004   146.00000000000000        34103074190744.809        15342000.000000000     
   1.7000000000000001E-002  -4.3504194202883390E-004   145.80000000000001        33640438101497.988        15336000.000000000     
   1.7500000000000002E-002  -4.1071455132116240E-004   145.59999999999999        33171043880105.223        15330000.000000000     
   1.7999999999999999E-002  -3.8796231481918488E-004   145.40000000000001        32695403690732.184        15324000.000000000     
   1.8499999999999999E-002  -3.6663829078369608E-004   145.19999999999999        32213923691503.617        15318000.000000000     
