   5.0000000000000001E-004   42633664935204.008        15464000.000000000        0.0000000000000000      -0.19702625907159330        0.0000000000000000       -6.4235512405840243E+017   148.90000000000001       -10970.245966200511        10970.245966200511     
   1.0000000000000000E-003   42561789086330.648        15462000.000000000       -3.2906911398317649E+022  -6.0850951607541580E-002  -1.7479507306594658E-005  -6.6680880382921075E+017   148.90000000000001       -5485.1229831002556        5485.1229831002556     
   1.5000000000000000E-003   42501359161769.039        15460000.000000000       -1.9732623223181639E+023  -2.9805443821784301E-002  -3.3568438809838537E-005  -6.9100969239912717E+017   148.90000000000001       -4875.6648738668937        4875.6648738668937     
   2.0000000000000000E-003   42437004631395.148        15458000.000000000       -6.4191500676678149E+023  -1.7900810767437058E-002  -4.8330351770826443E-005  -7.1492399185373645E+017   148.90000000000001       -5485.1229831002556        5485.1229831002556     
   2.5000000000000001E-003   42347548110672.625        15455000.000000000       -1.5477406161783102E+024  -1.2071396598201670E-002  -6.1828803450653209E-005  -7.3851790427862310E+017   148.80000000000001       -7459.7672570163477        7459.7672570163477     
   3.0000000000000001E-003   42248384243867.531        15453000.000000000       -3.1106688459670958E+024  -8.7586387098171643E-003  -7.4127351110413628E-005  -7.6175763175937242E+017   148.80000000000001       -8837.1425838837440        8837.1425838837440     
   3.5000000000000001E-003   42136931612339.289        15451000.000000000       -5.5312902571238209E+024  -6.6894695044471516E-003  -8.5289552011202539E-005  -7.8460937638156864E+017   148.80000000000001       -10074.715683245366        10074.715683245366     
   4.0000000000000001E-003   42004756610568.109        15448000.000000000       -9.0068202458262841E+024  -5.3083816682556262E-003  -9.5378963414114728E-005  -8.0703934023079680E+017   148.69999999999999       -11655.886339088045        11655.886339088045     
   4.4999999999999997E-003   41858735633452.914        15445000.000000000       -1.3706220067399421E+025  -4.3319277656499776E-003  -1.0445914258024503E-004  -8.2901372539264166E+017   148.69999999999999       -13001.772996978385        13001.772996978385     
   5.0000000000000001E-003   41697178494414.508        15442000.000000000       -1.9801158666902675E+025  -3.6179338918641518E-003  -1.1259364677068825E-004  -8.5049873395268787E+017   148.59999999999999       -14480.724675384678        14480.724675384678     
   5.4999999999999997E-003   41520093663983.023        15439000.000000000       -2.7399931573027211E+025  -3.0746734279795984E-003  -1.1984603324653919E-004  -8.7146056799652019E+017   148.59999999999999       -15956.721405382565        15956.721405382565     
   6.0000000000000001E-003   41328247331813.742        15436000.000000000       -3.6637756842769418E+025  -2.6537458235114928E-003  -1.2627985926889275E-004  -8.9186542960972378E+017   148.50000000000000       -17369.556113150808        17369.556113150808     
   6.4999999999999997E-003   41121166672147.148        15433000.000000000       -4.7547043781835203E+025  -2.3172547051362614E-003  -1.3196090903324270E-004  -9.1167906093011776E+017   148.50000000000000       -18824.682427207983        18824.682427207983     
   7.0000000000000001E-003   40895159412805.070        15429000.000000000       -6.0231356272704858E+025  -2.0458879415603134E-003  -1.3696955648029253E-004  -9.3086419075094170E+017   148.40000000000001       -20261.372651860125        20261.372651860125     
   7.4999999999999997E-003   40658342120948.891        15426000.000000000       -7.4724167924136902E+025  -1.8222960260846788E-003  -1.4139204895396778E-004  -9.4938233478134554E+017   148.30000000000001       -21696.708688707677        21696.708688707677     
   8.0000000000000002E-003   40402827358693.211        15422000.000000000       -9.1030557984016351E+025  -1.6354675101289849E-003  -1.4531464989084688E-004  -9.6719500540672691E+017   148.19999999999999       -23140.362584954204        23140.362584954204     
   8.5000000000000006E-003   40133069613861.602        15418000.000000000       -1.0918536543337018E+026  -1.4774256384288624E-003  -1.4882362272750812E-004  -9.8426371501248346E+017   148.09999999999999       -24559.685605992148        24559.685605992148     
   8.9999999999999993E-003   39852905744273.945        15415000.000000000       -1.2922937750445052E+026  -1.3422716049639311E-003  -1.5200523090052988E-004  -1.0005499759840129E+018   148.00000000000000       -26003.545993956770        26003.545993956770     
   9.4999999999999998E-003   39554879390977.727        15411000.000000000       -1.5116155742047585E+026  -1.2255632379483505E-003  -1.5494573784649050E-004  -1.0160153007067130E+018   147.90000000000001       -27440.809161991863        27440.809161991863     
   1.0000000000000000E-002   39239657795719.547        15406000.000000000       -1.7502790627033669E+026  -1.1239008713478402E-003  -1.5773140700196833E-004  -1.0306212015659807E+018   147.80000000000001       -28851.746891107345        28851.746891107345     
   1.0500000000000001E-002   38914850650245.172        15402000.000000000       -2.0093842412288126E+026  -1.0346448702047164E-003  -1.6044850180354172E-004  -1.0443291909472141E+018   147.69999999999999       -30298.774573315699        30298.774573315699     
   1.0999999999999999E-002   38577132659568.516        15398000.000000000       -2.2898523011586478E+026  -9.5571894695422233E-004  -1.6318328568778903E-004  -1.0571007812358106E+018   147.59999999999999       -31732.116431158505        31732.116431158505     
   1.1500000000000000E-002   38223451805548.180        15393000.000000000       -2.5928289848706447E+026  -8.8547065614170408E-004  -1.6602202209128861E-004  -1.0688974848171675E+018   147.50000000000000       -33138.852654042385        33138.852654042385     
   1.2000000000000000E-002   37861487249128.367        15389000.000000000       -2.9226624290657836E+026  -8.2313013062213414E-004  -1.6904512978375814E-004  -1.0796820212256052E+018   147.30000000000001       -34567.702133079743        34567.702133079743     
   1.2500000000000001E-002   37484203258075.812        15384000.000000000       -3.2760173673384099E+026  -7.6647292460778913E-004  -1.7226732882639481E-004  -1.0894306793103589E+018   147.19999999999999       -35999.959162683590        35999.959162683590     
   1.2999999999999999E-002   37096052826487.922        15379000.000000000       -3.6551571885136534E+026  -7.1522705125327834E-004  -1.7566199548446954E-004  -1.0981282870076457E+018   147.09999999999999       -37405.942236822753        37405.942236822753     
