   5.0000000000000001E-004   148.90000000000001        138156930.77126923       0.36230000000000001       0.62175999999999998        9.2010000000000005E-006   8.3860000000000007E-006   1.9069999999999999E-006   4.0619999999999996E-003   8.2749999999999997E-008   6.3990000000000002E-003   3.7159999999999998E-004   1.6399999999999999E-005   1.4829999999999999E-003   3.6569999999999997E-005   7.0350000000000002E-004   6.2030000000000001E-005   7.7629999999999995E-004   7.1210000000000001E-006   3.8690000000000003E-004   5.1429999999999997E-006   7.7890000000000001E-005   4.0149999999999997E-006   6.6749999999999996E-005   4.3089999999999997E-008   3.3230000000000002E-006   3.9690000000000001E-007   1.9389999999999999E-005   1.4170000000000000E-005   1.3439999999999999E-003   3.7320000000000000E-006   7.9460000000000002E-005
   1.0000000000000000E-003   148.90000000000001        138154859.19839510       0.36231999999999998       0.62173999999999996        9.2019999999999993E-006   8.3839999999999997E-006   1.9060000000000000E-006   4.0610000000000004E-003   8.2730000000000000E-008   6.3980000000000000E-003   3.7139999999999997E-004   1.6390000000000001E-005   1.4829999999999999E-003   3.6539999999999999E-005   7.0299999999999996E-004   6.1989999999999994E-005   7.7579999999999999E-004   7.1160000000000001E-006   3.8660000000000002E-004   5.1390000000000003E-006   7.7830000000000005E-005   4.0130000000000004E-006   6.6710000000000003E-005   4.3060000000000003E-008   3.3210000000000001E-006   3.9659999999999999E-007   1.9369999999999999E-005   1.4160000000000000E-005   1.3439999999999999E-003   3.7290000000000002E-006   7.9410000000000000E-005
   1.5000000000000000E-003   148.90000000000001        138153554.85879752       0.36235000000000001       0.62170999999999998        9.2050000000000008E-006   8.3860000000000007E-006   1.9060000000000000E-006   4.0619999999999996E-003   8.2749999999999997E-008   6.3990000000000002E-003   3.7130000000000003E-004   1.6399999999999999E-005   1.4829999999999999E-003   3.6560000000000002E-005   7.0330000000000002E-004   6.2020000000000006E-005   7.7620000000000000E-004   7.1199999999999996E-006   3.8680000000000002E-004   5.1420000000000001E-006   7.7869999999999998E-005   4.0140000000000000E-006   6.6740000000000001E-005   4.3079999999999999E-008   3.3230000000000002E-006   3.9680000000000001E-007   1.9380000000000001E-005   1.4170000000000000E-005   1.3439999999999999E-003   3.7309999999999999E-006   7.9439999999999998E-005
   2.0000000000000000E-003   148.90000000000001        138152250.50688523       0.36238999999999999       0.62165999999999999        9.2089999999999994E-006   8.3880000000000000E-006   1.9069999999999999E-006   4.0629999999999998E-003   8.2780000000000004E-008   6.4019999999999997E-003   3.7120000000000002E-004   1.6410000000000000E-005   1.4840000000000001E-003   3.6590000000000000E-005   7.0390000000000003E-004   6.2069999999999994E-005   7.7680000000000002E-004   7.1250000000000004E-006   3.8709999999999998E-004   5.1460000000000004E-006   7.7929999999999994E-005   4.0180000000000003E-006   6.6790000000000003E-005   4.3110000000000000E-008   3.3249999999999999E-006   3.9709999999999998E-007   1.9400000000000001E-005   1.4180000000000000E-005   1.3450000000000001E-003   3.7340000000000002E-006   7.9510000000000003E-005
   2.5000000000000001E-003   148.80000000000001        138150620.81695530       0.36244999999999999       0.62160000000000004        9.2140000000000002E-006   8.3890000000000005E-006   1.9069999999999999E-006   4.0639999999999999E-003   8.2800000000000000E-008   6.4040000000000000E-003   3.7090000000000002E-004   1.6410000000000000E-005   1.4840000000000001E-003   3.6600000000000002E-005   7.0419999999999999E-004   6.2089999999999997E-005   7.7709999999999997E-004   7.1280000000000002E-006   3.8729999999999998E-004   5.1479999999999997E-006   7.7960000000000006E-005   4.0190000000000000E-006   6.6820000000000001E-005   4.3130000000000003E-008   3.3270000000000001E-006   3.9719999999999998E-007   1.9409999999999999E-005   1.4190000000000000E-005   1.3460000000000000E-003   3.7349999999999998E-006   7.9540000000000001E-005
   3.0000000000000001E-003   148.80000000000001        138148569.09900060       0.36252000000000001       0.62151999999999996        9.2210000000000003E-006   8.3890000000000005E-006   1.9069999999999999E-006   4.0650000000000000E-003   8.2809999999999998E-008   6.4060000000000002E-003   3.7050000000000001E-004   1.6410000000000000E-005   1.4850000000000000E-003   3.6609999999999997E-005   7.0430000000000004E-004   6.2100000000000005E-005   7.7720000000000003E-004   7.1289999999999998E-006   3.8729999999999998E-004   5.1490000000000002E-006   7.7979999999999995E-005   4.0199999999999996E-006   6.6829999999999995E-005   4.3140000000000001E-008   3.3270000000000001E-006   3.9729999999999999E-007   1.9409999999999999E-005   1.4190000000000000E-005   1.3460000000000000E-003   3.7359999999999999E-006   7.9549999999999996E-005
   3.5000000000000001E-003   148.80000000000001        138146188.13094890       0.36260999999999999       0.62143000000000004        9.2280000000000004E-006   8.3890000000000005E-006   1.9069999999999999E-006   4.0650000000000000E-003   8.2819999999999996E-008   6.4070000000000004E-003   3.7010000000000000E-004   1.6419999999999999E-005   1.4850000000000000E-003   3.6609999999999997E-005   7.0430000000000004E-004   6.2110000000000000E-005   7.7729999999999997E-004   7.1300000000000003E-006   3.8739999999999998E-004   5.1490000000000002E-006   7.7979999999999995E-005   4.0199999999999996E-006   6.6829999999999995E-005   4.3140000000000001E-008   3.3280000000000002E-006   3.9729999999999999E-007   1.9409999999999999E-005   1.4190000000000000E-005   1.3460000000000000E-003   3.7359999999999999E-006   7.9560000000000004E-005
   4.0000000000000001E-003   148.69999999999999        138143452.23759314       0.36271999999999999       0.62131999999999998        9.2369999999999998E-006   8.3880000000000000E-006   1.9069999999999999E-006   4.0650000000000000E-003   8.2819999999999996E-008   6.4079999999999996E-003   3.6949999999999998E-004   1.6419999999999999E-005   1.4850000000000000E-003   3.6609999999999997E-005   7.0439999999999999E-004   6.2110000000000000E-005   7.7729999999999997E-004   7.1300000000000003E-006   3.8739999999999998E-004   5.1490000000000002E-006   7.7990000000000004E-005   4.0199999999999996E-006   6.6840000000000004E-005   4.3140000000000001E-008   3.3280000000000002E-006   3.9740000000000000E-007   1.9409999999999999E-005   1.4190000000000000E-005   1.3460000000000000E-003   3.7359999999999999E-006   7.9560000000000004E-005
   4.4999999999999997E-003   148.69999999999999        138140347.76067480       0.36284000000000000       0.62119999999999997        9.2480000000000002E-006   8.3869999999999995E-006   1.9069999999999999E-006   4.0650000000000000E-003   8.2829999999999995E-008   6.4089999999999998E-003   3.6890000000000002E-004   1.6419999999999999E-005   1.4850000000000000E-003   3.6609999999999997E-005   7.0439999999999999E-004   6.2110000000000000E-005   7.7729999999999997E-004   7.1300000000000003E-006   3.8739999999999998E-004   5.1490000000000002E-006   7.7990000000000004E-005   4.0199999999999996E-006   6.6840000000000004E-005   4.3140000000000001E-008   3.3280000000000002E-006   3.9740000000000000E-007   1.9409999999999999E-005   1.4190000000000000E-005   1.3460000000000000E-003   3.7370000000000000E-006   7.9560000000000004E-005
   5.0000000000000001E-003   148.59999999999999        138136887.54550192       0.36298000000000002       0.62105999999999995        9.2590000000000006E-006   8.3850000000000002E-006   1.9060000000000000E-006   4.0650000000000000E-003   8.2829999999999995E-008   6.4099999999999999E-003   3.6810000000000000E-004   1.6419999999999999E-005   1.4850000000000000E-003   3.6609999999999997E-005   7.0439999999999999E-004   6.2110000000000000E-005   7.7729999999999997E-004   7.1300000000000003E-006   3.8739999999999998E-004   5.1499999999999998E-006   7.7990000000000004E-005   4.0199999999999996E-006   6.6840000000000004E-005   4.3140000000000001E-008   3.3280000000000002E-006   3.9740000000000000E-007   1.9409999999999999E-005   1.4190000000000000E-005   1.3460000000000000E-003   3.7370000000000000E-006   7.9560000000000004E-005
