11.208184592202905 44381647.91877624
13.854488739289952 41121610.725675516
17.125464755378076 37306246.50930987
21.16874299787618 34023720.93188973
26.165716033710346 28221715.467361376
32.34230877655161 23532811.94494673
39.97630783742585 18812812.55138066
49.411834214739564 14725782.326661812
61.07381680193987 11226876.757434126
75.48733586003337 8292904.237455655
93.3017453082946 5997898.192951939
115.31909587389522 4225201.8351178
142.53210193690146 2976431.0718813078
176.16478601158752 2031474.2228440393
217.73405117181255 1393848.6418993715
269.1118141869469 951329.8034397286
332.6097427638606 632415.5200591095
411.0926327774191 427110.6275822344
508.0875221350162 278007.51705026533
627.9787387945587 189745.73608637898
776.148133741987 124158.65530431448
923.0331748680653 87881.24519755023
