11.616360440141017 1378727181494.1794
14.725465644201737 1820636535919.6418
19.36754569239179 2230588918100.846
24.74874844797631 2444037522168.3164
39.26301496144877 2415839519224.6157
50.90093357584554 2166806205720.595
62.68993293362654 1878765943257.6118
82.3203899032896 1552123132285.1147
102.03830406504883 1288485618747.85
132.70803293395713 1011775121756.2065
164.49512243926452 825824399043.5769
210.19949924618805 640681748131.6111
263.48692094456953 504309011407.4169
326.80843030303095 386172736080.4766
451.4342793776805 255040525993.4756
588.0638093952525 181369989903.60825
689.1637163594482 140708414918.02997
919.5840011838014 90183732359.37234
