11.471437336523364 65899784364128760000
13.943711305318445 52693199670364545000
18.660161248880488 36651549672164950000
24.823020914731547 24485183840950490000
30.706057667226517 17766515981238563000
37.60801651080726 12925057765153300000
48.67046423706251 8326421144495660000
59.0568174882604 5966190158582109000
72.72813172972103 4107104344291657000
89.06655474632969 2852799039528588000
114.69865601589306 1753753416162699500
139.10026247349037 1208304285618882300
174.78013204047764 780474185430738200
211.78743121786022 530667818166325500
266.77035015687994 340121989748680500
327.81908332821536 227688456622663600
405.0539475880479 147891841656298720
500.4874249193405 96737797423667090
618.4039050942883 62945051364231224
764.1106748306083 41828598304459580
926.1536809490624 28346431510434860
