Total,,H,,He3,,He4,,C12,,N14,,O16,,Ne20,,Na23,,Mg24,,Al27,,Si28,,S32,,Ar40,,Ca40,,Fe56,,Ni58,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
10.253883392771026,14322171870556832000,10.144351393641315,14050249702974812000,10.242091477294792,41111062832585670,,,,,10.301186973646383,96030654197265300,,,,,10.44441108317186,408499189875997.94,,,10.301186973646383,988480406894234.9,,,,,,,,,,,,
10.786392673660684,13608470366249165000,10.736861003233072,13631221912038701000,10.781429241411917,39791818172570020,,,,,10.836152845358322,95950479497215310,,,,,10.836152845358322,412958865748156.5,,,10.836152845358322,988480406894234.9,,,,,,,,,,,,
11.346556465858079,12846368802517025000,11.294452494460158,12932494141805412000,11.273677961495508,38781218572578904,,,,,11.398900805156687,96593756031511280,,,,,11.990873644926436,412958865748156.5,,,11.21674481404101,1004501924218372.6,,,,,,,,,,,,
11.935810935873574,12187872103769050000,11.88100107761525,12238877234619513000,12.334733111426523,36184665006554050,,,,,11.990873644926436,93967721843598240,,,,,12.613589084269165,412958865748156.5,,,12.671778543669191,1006811813373807.8,,,,,,,,,,,,
12.55566683386222,11514940553397119000,12.498010565410917,11572791494992583000,13.019935981889745,34960484705382376,,,,,12.613589084269165,95072963352421040,,,,,13.268643661682946,412958865748156.5,,,13.329855042241379,1006811813373807.8,,,,,,,,,,,,
13.207713366935117,10842877719010600000,13.147062867237393,10933820519866567000,13.655878019740559,33819616880517644,,,,,13.147062867237393,95072963352421040,,,,,13.957716827820684,412958865748156.5,,,13.861685453199444,1006811813373811.9,,,,,,,,,,,,
13.893622273621316,10269908783137257000,13.829822044914346,10304277321953378000,14.769719384703665,31650664147070636,,,,,14.41473466849736,91642421499222670,,,,,14.682575251321408,412958865748156.5,,,15.732062756855285,1006811813373811.9,,,,,,,,,,,,
14.615152109926509,9654370687751270000,14.54803857906776,9727217178613055000,15.523472362198929,30596826952582156,,,,,15.163327147903582,92720312994543680,,,,,16.54906731061002,411237872835201.8,,,16.54906731061002,998437587175680.4,,,,,,,,,,,,
15.37415275797725,9098495146757805000,15.303553857070238,9113706616039594000,16.24717804678559,29601380343860250,,,,,15.95079586839999,92256815711793760,,,,,17.051647422216163,405439966260867.5,,,17.169778305148157,988480406894234.9,,,,,,,,,,,,
16.1725701688101,8560313885977651000,16.098304894051,8496206257267568000,17.722902883768793,27307855014867390,,,,,16.837181019190005,90804304745299170,,,,,18.65283331862733,401396610031879.44,,,19.397038261437412,964925989557805.8,,,,,,,,,,,,
17.012451351465458,8033810751502847000,16.934329299079554,8027103431088854000,18.63138265203982,26268811299152490,,,,,17.650542634780845,90501439131845540,,,,,19.73473418859023,397144717344322.1,,,20.545731966568347,942523084957804.9,,,,,,,,,,,,
17.895949621177202,7533395469731890000,17.81377049925538,7577569581035832000,19.175124098787922,25790525038241110,,,,,18.56717854780339,88705341441539760,,,,,20.640514270647323,390810373112903.25,,,21.26734790247983,941932848471456,,,,,,,,,,,,
18.825330120113737,7046471859461033000,18.738883235097443,7111510253158668000,21.0433983071864,23526590705312176,,,,,19.53141760903663,87600926817600300,,,,,21.712426734485554,383054323980102.56,,,24.136981971154324,886772298262298.9,,,,,,,,,,,,
19.802975624824622,6618603543758511000,19.71203934132271,6640752886815547000,22.0481092151176,22631421304008508,,,,,20.545731966568347,86149733805753280,,,,,22.840006238159404,375765923833460.44,,,25.39047456707827,866274343698759.2,,,,,,,,,,,,
20.831392655282094,6154717963493535000,20.735733827834697,6206339618240897000,23.264397024616482,21461388218912896,,,,,21.612722153191907,84935137240106500,,,,,24.026143707400777,370777681814106.9,,,26.28224961299886,853347984569714.4,,,,,,,,,,,,
21.913217901180136,5756905648578674000,21.812591276512546,5771348847741556000,24.572902028916694,20351845255132800,,,,,22.73512375373849,83597900339719870,,,,,25.26225025222696,363783634063252.06,,,29.828551636020485,810959462331625.8,,,,,,,,,,,,
