Total,,H,,He3,,He4,,C12,,N14,,O16,,Ne20,,Na23,,Mg24,,Al27,,Si28,,S32,,Ar40,,Ca40,,Fe56,,Ni58,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
10.18226489222933,100682225952.05264,10.30472865057422,5523326562.813463,10.30472865057422,532874382.37653416,,,,,10.283690792736676,93003048467.96933,,,,,10.496016693130297,636232712.7732762,,,10.30472865057422,1850100130.7753277,,,,,,,,,,,,
10.690855640951876,111421632551.94627,10.839354740154294,5339613593.064583,10.854317628686028,540133605.7598789,,,,,10.789627255530718,103547412943.69354,,,,,11.050725212503576,730930114.2500842,,,10.789627255530718,2127849480.7313433,,,,,,,,,,,,
11.245514627073614,123864417996.09435,11.474034671902556,5168887172.310707,11.35811188393642,544118251.4343783,,,,,11.349410673731592,115544325848.45709,,,,,11.613369704168367,832911808.0117935,,,11.938236566512117,2839748362.663268,,,,,,,,,,,,
11.828950223900593,136836853690.30663,12.091700173007482,5007713288.395972,11.993257788398122,549140421.0762457,,,,,11.938236566512117,127965633391.25278,,,,,12.131922827156252,932692942.1194451,,,12.528773443147356,3233527489.762679,,,,,,,,,,,,
12.442655408819641,151262629877.12332,12.761346723709638,4795707063.638302,12.615487517113943,549140421.0762457,,,,,12.512780812810554,140945122927.2405,,,,,12.849670482514481,1074119887.8124006,,,14.02280081932487,4336986331.553577,,,,,,,,,,,,
13.088200617313692,166895279515.51062,13.550904921109574,4596193968.467506,13.454323695850158,556760723.2867548,,,,,13.155241313809162,155695599486.2647,,,,,13.516332295300428,1211398518.5769153,,,14.716452762925234,4868961527.7754135,,,,,,,,,,,,
13.767237761613842,183452712835.05087,14.33245077908112,4384791936.850057,14.152355901196593,556760723.2867548,,,,,13.86889926760719,171989773011.8788,,,,,14.224847439522565,1362613376.8628435,,,16.623532866098795,6475932620.861823,,,,,,,,,,,,
14.481504457845622,202811029751.03214,14.906173749317999,4246731732.391624,14.886603153149263,556760723.2867548,,,,,14.559400802037777,188107572989.91556,,,,,15.008794532588041,1531957301.3016424,,,17.47705722757299,7187603680.953098,,,,,,,,,,,,
15.232828472486512,221658458454.98163,15.60759763939595,4106949806.5412493,15.73111365355126,549140421.0762457,,,,,15.345312349780267,207444079094.13562,,,,,15.73111365355126,1693696866.9843185,,,19.604929087853744,9071249831.83909,,,,,,,,,,,,
