Total,,H,,He3,,He4,,C12,,N14,,O16,,Ne20,,Na23,,Mg24,,Al27,,Si28,,S32,,Ar40,,Ca40,,Fe56,,Ni58,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
10.159858944403531,177234013070.38544,10.24542994987182,22566.727999924224,10.28217327077965,1991.6634931773592,,,10.198381405368655,248737413.94943193,11.913817565688806,819027425.39141,10.28217327077965,29083977.41303389,11.913817565688806,897921891.7058786,10.220833139868661,87549644.5070781,10.28217327077965,1881806410.1408885,10.700622682560585,625135777.9507083,10.28217327077965,6981496450.85397,10.220833139868661,5638546670.520164,10.28217327077965,589908767.1322466,10.28217327077965,11516022.951763235,10.602570620502227,172708580120.6944,10.234955995459195,11063079453.116701
10.667838320354925,220555713018.48654,10.816163412760451,21782.756174563026,10.717052626627444,1991.6634931773592,,,10.831108878734861,297309164.93294704,12.976045426731918,1073056361.839154,10.816163412760451,34720335.05229659,12.706796727965983,1117111015.346747,10.741744855183764,107305477.7488705,10.816163412760451,2328967312.018698,11.093469687476228,730084788.9137472,10.816163412760451,8749502316.56164,10.741744855183764,7012940284.136381,10.816163412760451,750978759.6033231,10.816163412760451,14660383.289302433,11.536083132431596,270409519653.86932,10.766493974955635,14216857785.459946
11.221857431810982,282986098715.7215,11.388364257826197,20998.204962320593,11.750440033018709,2061.5482613929144,,,11.37206825644465,344505127.68998355,13.594205948470703,1229420983.1646767,11.377885578334263,41384071.795676954,13.583781547277471,1397817153.5714414,11.360442534041779,134732906.39367178,11.144647573607346,2592973131.1127954,12.360682534903026,1177650753.053458,11.144647573607346,9532356502.765276,11.119029185833565,7953681096.259214,11.119029185833565,838076133.9763061,11.119029185833565,16156778.277385753,12.863720190438352,428274832668.7502,11.093469687476228,16129013730.89897
11.804648743092468,358001392079.61316,11.968779990966091,20109.078138019573,12.360682534903026,2061.5482613929144,,,11.968779990966091,398019818.64899415,14.322158636125012,1432571120.8613331,11.968779990966091,49404138.167507544,14.060887268726866,1577145522.229911,11.926009585089645,162561643.2596492,12.303920434612628,3925264575.3673697,13.002617118961247,1448377514.5129557,12.247418994364285,14948208148.76984,12.22239059853101,12706125398.092169,12.291791080681445,1241424992.9799905,12.247418994364285,25817441.079859395,15.205288979518894,873491028995.681,12.19117701716816,25996245335.635742
12.41770649774743,450071112693.644,12.578777006865264,19197.317955155057,13.002617118961247,2061.5482613929144,,,12.62351953040825,457200441.4197034,15.0659597102919,1647051438.2733314,12.590361670091832,58243445.29405459,14.859355965421456,1878269847.4013734,12.515251631316776,196552140.362379,12.94290715918677,4760000714.581886,13.397503328621921,1613826327.4356456,12.883471396465374,18403832053.170055,12.883471396465374,14810850432.849947,12.883471396465374,1654815403.926751,12.883471396465374,32102883.02625843,18.618640486680736,1865367482131.221,12.824308571643227,32477594936.8154
13.062602540751506,566706717085.4261,13.238129765114758,18482.693443609238,13.67788966870594,2061.5482613929144,,,13.24422431554132,518751615.20402426,15.848389042390266,1890676977.2617524,13.24422431554132,67702329.10925928,15.793774023162415,2288255010.932693,13.183404859435687,238387753.07284236,13.397503328621921,5372774569.280198,14.859355965421456,2429656753.1566544,13.33597999239572,20920085286.236633,13.366706263644646,17631927787.5983,13.305324352140417,1873956406.5765066,13.27473918051809,36335156.303405434,20.79325533610839,2725946813837.045,13.24422431554132,37437728803.15671
13.740990348628415,705781059734.958,13.924031026842956,17756.356921450915,14.388231544284567,2061.5482613929225,,,13.94006237228665,591065822.1852506,16.671452736421106,2119900843.733755,13.93204439369346,79815518.45688622,16.50348949789985,2624461200.9553933,13.957718171607535,291722984.68053705,14.927907144538905,7972405315.726718,15.631055623923427,2900514442.4940004,14.886738580220984,33429757542.826138,14.69780590909029,25198795272.541676,14.72319655334881,2891435024.7137375,14.791119583556755,56979140.40288279,22.27955755227288,3238956344722.18,14.72319655334881,59108301035.538216
14.454609268869046,870756758873.325,14.72319655334881,17003.833252011656,15.135464021587742,2061.5482613929225,,,14.655585435840006,668726670.7531251,17.537261080562406,2406911594.308092,14.628628003324575,91722117.1052258,17.537261080562406,3107635821.5422783,14.655585435840006,347821256.08426714,15.703166911678009,9472772047.126787,16.180068138922394,3244531896.6748343,15.631055623923427,40313342252.20472,15.766537132296468,32148349248.35468,15.487824965153218,3533910184.474319,15.559275481972156,69749124.50069049,25.696480881088004,4733235039545.761,15.487824965153218,72582669821.83466
15.205288979518894,1067580221250.3109,15.544959057136145,16156.7067118221,15.811958085431225,2061.5482613929225,,,15.376207920483814,750138351.7721963,18.44803395782728,2660916055.7607837,15.416702559778777,106334273.304405,19.572699362766887,4207445847.704719,15.345906759112081,406214165.4417028,16.254712205038373,10801743760.9736,18.111496486037833,4782438679.298424,16.180068138922394,44164863139.23225,17.84258548993773,51727794558.38896,16.03180676270813,3990408049.3128877,16.06874425387729,77594865.63297364,32.58080103149005,7019884948127.351,15.9949541803677,80873820741.02043
