Total,,H,,He3,,He4,,C12,,N14,,O16,,Ne20,,Na23,,Mg24,,Al27,,Si28,,S32,,Ar40,,Ca40,,Fe56,,Ni58,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
10.260622763899974,9525018523811.756,10.307912160339376,2896630833.368603,10.260622763899974,412947967.98763573,10.307912160339376,786959379132.6667,10.307912160339376,151483047811.79587,10.312653070611239,856833900518.1566,10.307912160339376,1817587672822.8945,10.073624733952354,647262158616.5289,10.248834351964184,26005128805.9775,10.307912160339376,396478077508.67633,10.35541950524711,75736037643.76263,10.281613430323365,579928339244.6594,10.260622763899974,527931075908.85834,10.307912160339376,112542377195.02559,10.35541950524711,102761428971.4564,10.260622763899974,3165889987415.172,10.260622763899974,191571801102.14206
10.792960568313136,10205180422513.98,10.817803400798818,2783853729.584662,10.792960568313136,412085762.9239616,10.768174786811194,788091013435.322,10.792960568313136,158887735636.17636,10.842703415586056,934083283555.6636,10.842703415586056,1923108949802.5366,10.926118140373179,760282311787.8624,10.792960568313136,28655724623.29214,10.842703415586056,427908651864.0259,10.89267551884849,84696557610.47968,10.842703415586056,631449798053.3025,10.768174786811194,559983221780.2208,10.842703415586056,123125546865.84709,10.89267551884849,112307396967.44789,10.792960568313136,3459983644940.0166,10.792960568313136,210684690178.5179
11.352916924204914,11014190302946.893,11.457805248623762,2647652970.011991,11.352916924204914,403562106.8299032,11.670498004766916,781223475696.0908,11.34769778611377,167673427666.04974,11.473621860116175,1027490387933.4434,11.410486115006094,2064529458359.6562,11.431492666863942,814572501296.9574,11.359444222558878,31527024815.78396,11.223155740611752,448044316977.15466,11.197382025958719,89613673328.45647,11.223155740611752,671901739596.7316,11.197382025958719,590391921417.8723,11.197382025958719,129956403150.47052,11.223155740611752,118084722374.45746,11.171667500038556,3682919869773.524,11.171667500038556,222857899539.1529
11.941924726965139,11800690882488.283,12.052254828322333,2497151076.5862503,11.919980203325919,402635334.77075845,12.079996257180495,777964606776.301,11.894950121377214,174844155893.22403,12.052254828322333,1102934131772.2031,11.99696294693067,2182333549357.5898,12.3552643415965,897153067712.4949,11.941924726965139,34442210535.062386,12.561491212927985,527931075908.85834,12.503863118256815,112895769697.77248,12.561491212927985,795503725368.3625,12.453655450511183,721952696598.1251,12.561491212927985,157400324146.8535,12.561491212927985,142971793568.3063,12.561491212927985,4507139527038.317,12.561491212927985,272732419776.32648
12.561491212927985,12630147749282.992,12.638742035877915,2379117557.981359,12.561491212927985,394389576.1556732,14.091781554533224,761077263702.3489,12.677545419465602,182962327695.2774,12.684024222661638,1197995159952.6455,12.601988837105123,2300119299993.997,12.828334849577637,942769482666.7792,12.597643568351529,37730315089.9163,13.213201816301112,567998947702.9901,13.152583882309694,125332533232.75885,13.274099127634221,854687541412.3611,13.152583882309694,754156819419.0721,13.213201816301112,170768128372.5819,13.213201816301112,153983622087.83038,13.213201816301112,4864440452538.808,13.213201816301112,295895228451.2169
13.213201816301112,13517906176615.469,13.458480231390455,2251710382.597445,13.233469814688544,388390673.6234356,14.82288611081834,756319989897.4915,13.335277103909798,189778421035.0859,13.335277103909798,1291465061761.5273,13.312302390404147,2448834067270.3765,13.582821618728987,1001830662432.7676,13.213201816301112,40966798365.83158,13.739865060922636,593795147767.5288,13.582821618728987,133489404072.07008,13.739865060922636,894749852225.5461,13.69571076919342,841218235938.1675,13.708311782180377,179028164012.45523,13.67683096480473,162455692006.92914,13.67683096480473,5125378772347.564,13.67683096480473,309252778160.84625
13.8987242261986,14377628430178.203,14.15672808456396,2125935815.1078358,13.873183880792794,379708444.596045,15.378312323071103,743001916260.321,14.027132978361442,197879720622.82788,14.007796301994027,1379066354997.5867,13.96278098913184,2558044384020.4863,14.519321609786227,1085779541731.6985,13.8987242261986,44519105675.06322,15.449188245980311,688427238058.6595,15.237534453579013,166538306016.62967,15.477629994279187,1058258561057.7874,15.351817761535568,936404562373.5964,15.378312323071103,211125504744.45102,15.378312323071103,191772108761.13397,15.449188245980311,6064537217409.955,15.378312323071103,364297673906.00336
14.619812654159318,15292027964646.223,14.838040322102737,2012554429.981085,14.612345080202786,369045580.4824621,17.652991860884025,721360134152.1509,14.653463991476869,204448750210.983,14.82288611081834,1509065267390.5574,14.687192786182557,2661673692527.1685,15.237534453579013,1143425301920.1094,14.619812654159318,48220800604.38075,16.250717270102122,722330035203.529,16.028082534561676,182389609026.8479,16.250717270102122,1132523966014.797,16.129742297942972,997521215450.7343,16.176164188987673,224552827907.6675,16.176164188987673,204181849418.67917,16.250717270102122,6409915797556.355,16.176164188987673,387466559167.2358
15.378312323071103,16213669904766.664,15.685404607362416,1896259202.9672108,15.484748608978526,359737421.0032847,18.957088479115903,698816890094.226,17.57200559349394,226438057503.23273,15.563269790198305,1612437322018.2808,15.440310922492266,2790928928280.276,16.028082534561676,1211072604243.9485,15.337957879943662,51950323594.2396,16.898452437087933,748717960798.0193,16.552381486806826,191371702666.26663,16.85964553631445,1173385912912.4275,16.8855068887174,1017304475028.9169,16.820927754680916,235816600927.95728,16.820927754680916,212638591904.58536,16.820927754680916,6715048609272.281,16.820927754680916,404781602160.7828
