Total,,H,,He3,,He4,,C12,,N14,,O16,,Ne20,,Na23,,Mg24,,Al27,,Si28,,S32,,Ar40,,Ca40,,Fe56,,Ni58,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
10.259614369817582,377889263202128.2,10.402123402139194,286016712285525.8,10.347602317667235,4770888106168.288,,,,,10.259614369817582,85427977418042.05,,,,,10.259614369817582,472105827559.68915,,,10.354401794725037,1229695638216.176,,,,,,,,,,,,
10.791899857104957,372328218324346.9,10.902740064967771,274279943248296.16,10.841637815747431,4746189487256.806,,,,,10.791899857104957,90043552690865.64,,,,,10.804312913723539,507044303895.0178,,,10.891605007848586,1318243309842.431,,,,,,,,,,,,
11.351801181573334,366772416863820.7,11.509481006874807,262494419341431.5,11.40411962644057,4687097655890.95,,,,,11.351801181573334,94138749164634.34,,,,,11.425114457678385,545277681311.825,,,11.196281568994939,1365307809549.6345,,,,,,,,,,,,
11.940751097790368,359493426638732.6,12.106611608994902,250447129800484.2,11.995783908706509,4634544306255.912,,,,,11.940751097790368,98420195887949.61,,,,,12.009581696567281,580464236256.7174,,,12.445276185015159,1569012708041.3108,,,,,,,,,,,,
12.560256693961971,352358895746628.2,12.826137919227154,238421129804315.97,12.618144696654273,4576842499082.354,,,,,12.560256693961971,102189773772746.69,,,,,12.632658336200132,617602105418.7817,,,13.090957363642582,1662093255291.3318,,,,,,,,,,,,
13.211903248482415,346015606578431.8,13.457157558085374,227415369881027.8,13.259238961876031,4511059005782.324,,,,,13.211903248482415,106971317903116.34,,,,,13.310994083173455,654855944484.1566,,,13.550297158794665,1728728321454.2102,,,,,,,,,,,,
13.897358286568522,338511801060223.9,14.191543886370672,216661130941074.5,14.058038375285278,4402216957948.26,,,,,13.897358286568522,111138009078026.67,,,,,13.94002586558219,689654787375.7723,,,15.208039142245237,1934886867079.5054,,,,,,,,,,,,
14.618375847358664,333043085419631.94,14.928913864453808,205782216399704.25,14.807805128677575,4297316896490.46,,,,,14.618375847358664,115539353282325.31,,,,,14.791170313426042,730415527098.8295,,,16.026507325731583,2033558302662.1033,,,,,,,,,,,,
15.37680097239576,328484773646064.3,15.982352075366146,192269086726307.4,15.590389217313106,4221541474404.6455,,,,,15.37680097239576,120869795536445.25,,,,,15.518865509614212,765817265640.5469,,,16.588850658423983,2089406512490.8901,,,,,,,,,,,,
16.17457442698011,322167393555323.4,16.742113186566577,182710836088124.4,16.376637299940075,4134651242115.7275,,,,,16.17457442698011,124247638578048.6,,,,,16.352181898570645,801085741695.1816,,,18.738571622765217,2272009304059.0054,,,,,,,,,,,,
