Total,,H,,He3,,He4,,C12,,N14,,O16,,Ne20,,Na23,,Mg24,,Al27,,Si28,,S32,,Ar40,,Ca40,,Fe56,,Ni58,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
10.235389394627575,791395622617084.2,10.277835417830417,576594608765911.6,10.235389394627575,9618145730784.719,,,,,10.282562494928765,198824654934671.53,,,,,10.209275693025255,987539722213.4875,,,10.282562494928765,2769395197473.577,,,,,,,,,,,,
10.766418050784779,778312484289701.4,10.865887777981666,552837695141461.6,10.766418050784779,9568067714175.39,,,,,10.816038568286613,210685763418330.22,,,,,10.766418050784779,1065933206324.2184,,,10.816038568286613,2999658132955.4585,,,,,,,,,,,,
11.324997337678916,766511920146423.8,11.388823746705553,530225664130128.25,11.298989746180261,9468692534798.414,,,,,11.377192248368043,222905102065337.22,,,,,11.324997337678916,1143762926528.7637,,,12.245792801411985,3616049793563.0654,,,,,,,,,,,,
11.912556626861226,756968560521439.5,12.044748873298595,505837924321532.94,11.92473545618712,9348634550710.64,,,,,11.967459494445091,233627534008856.9,,,,,11.912556626861226,1225354937858.5474,,,12.822029987983614,3841338076085.5273,,,,,,,,,,,,
12.530599448004805,746763957676497.5,12.659297292300325,483064780800834.6,12.562650726148558,9194832075074.031,,,,,12.588350765693317,246533128787474.7,,,,,12.524838908284433,1305182673266.3723,,,13.30248241110649,4047660140138.234,,,,,,,,,,,,
13.180707336348638,739393850512509,13.363791200917984,460039661072719.4,13.53074001653506,8940293428249.37,,,,,13.24145488636804,258797118847737.66,,,,,13.180707336348638,1390356067729.244,,,14.854581081174915,4657891587482.322,,,,,,,,,,,,
13.864543879753274,732096481834421,14.01678569571917,439011883052133.6,14.252384014251536,8792188929606.887,,,,,13.928443111512177,271954975829971.16,,,,,13.864543879753274,1473299323210.654,,,15.625260918080285,4938340600461.328,,,,,,,,,,,,
14.583858975724358,726386309916904.9,14.78643302531627,416818361119799.25,14.9841632974662,8648544237610.458,,,,,14.651073403599604,286080333958338.6,,,,,14.577154516033133,1556795979017.7603,,,16.136383063242775,5151629890814.596,,,,,,,,,,,,
15.340493309297445,721473533009782.2,15.68124322877452,393101587151760.1,15.76962094883242,8441381562391.233,,,,,15.41119493105783,299528807390351.5,,,,,15.340493309297445,1643136519766.5918,,,17.936467800647176,5718563022595.742,,,,,,,,,,,,
16.136383063242775,709200706395419.4,16.435924878924713,373540307102513.94,16.618312413362258,8221327338903.822,,,,,16.210752800181197,312955324863098.44,,,,,16.233130487135757,1734265542164.4473,,,18.834535809379712,5989734031499.627,,,,,,,,,,,,
16.973564872643145,700029740798101.1,17.27729438215011,354435156848560.4,17.472461405604072,8053120052065.421,,,,,17.051793032543557,324094754180488.25,,,,,17.01263398867919,1811626474986.4749,,,19.57400508541998,6176600291428.965,,,,,,,,,,,,
17.854181036523322,690965345314374.6,18.29344263294934,333012847296159.3,18.40644767151684,7856710115785.664,,,,,17.936467800647176,335105475346404.44,,,,,18.01913380992017,1900754805588.2092,,,21.958587490566437,6779455136474.405,,,,,,,,,,,,
18.780484999867294,681211800057726.5,19.296966086361607,312628756221612.3,19.30584132543152,7620406157649.678,,,,,18.867040935205598,347577226922080.75,,,,,18.92496640156096,1983424447891.4922,,,23.01537506796588,7019950778481.746,,,,,,,,,,,,
19.75484712005148,678018838421573.9,20.41278275435286,292861089077091.6,20.307459786611837,7420203972387.991,,,,,19.845893718153356,356768808762765.5,,,,,20.121558963199192,2067410008009.1455,,,23.963330349439175,7171151960565.576,,,,,,,,,,,,
20.77976073244987,669577250707800.2,21.40036923846878,277114094696068.06,21.370868412124167,7195901667072.421,,,,,20.87553097620641,367160539258205.44,,,,,21.16549818270989,2137647723492.6123,,,27.131003318667457,7664290252322.558,,,,,,,,,,,,
21.85784853073266,663315104241758.8,22.479623838640663,260600171505982.22,21.958587490566437,7024431125222.526,,,,,21.958587490566437,377460661986401.8,,,,,22.274976380628267,2203615261727.922,,,28.342440382936598,7851072747562.148,,,,,,,,,,,,
22.99186927818513,655740848581565.5,23.59160103691831,245351966722645.84,23.71123103073108,6728332999054.555,,,,,23.097834739171006,384822108500295.44,,,,,23.41867039232064,2271091573235.49,,,29.53997578831076,7970311405744.515,,,,,,,,,,,,
24.184724867220684,646900884443067.2,24.861256819995855,229397737323319.62,24.861256819995855,6509805135290.002,,,,,24.296187988742656,392327122013970.56,,,,,24.63366911762072,2344574484505.277,,,33.52179831210796,8279902329513.782,,,,,,,,,,,,
25.4394677451529,638180090806359.4,26.217989624363188,213738297444818.56,26.27162507000427,6262311630546.882,,,,,25.55671375478502,400187354547682.94,,,,,25.928730703640763,2392439696736.527,,,35.260963753043214,8384289869117.589,,,,,,,,,,,,
26.759308725228735,629576861148126.4,27.46046887554499,200767187500726.6,27.5500557242455,6050227853733.877,,,,,26.88263764861569,407779104338321.75,,,,,27.5078608582873,2438189074299.103,,,36.58222220374675,8393048008277.516,,,,,,,,,,,,
28.14762520291082,623688813858627.4,28.895125958313145,187318127806351.56,29.366921880548325,5756501047129.372,,,,,28.277352631515942,411628816881920.2,,,,,28.93501343862809,2484442713210.9805,,,41.41796559747851,8489993457871.635,,,,,,,,,,,,
29.60796979843387,617533383688401.9,30.478223842960368,173644618995627.53,30.436209017007403,5615029168927.194,,,,,29.744427697119114,415514873334536.94,,,,,30.436209017007403,2522339926494.661,,,43.56679704531172,8489993457871.635,,,,,,,,,,,,
31.14407944775098,607493598670887.1,31.941766702129744,162454957738526.8,32.509781794609225,5298301687649.164,,,,,31.287617004255484,418999933975968,,,,,32.0152890646414,2552806952900.6704,,,45.19928216878587,8489993457871.635,,,,,,,,,,,,
32.75988496513297,595996998953866.2,33.73829196063862,150078401803681.12,34.11268183721476,5092804512634.321,,,,,32.91086948362396,423397393651077.6,,,,,33.676294354523655,2582293620620.4155,,,51.409952836743265,8393048008277.516,,,,,,,,,,,,
34.459521101891,584514513251391,35.4959428671616,139123250941381.97,36.08104596454181,4841344768361.206,,,,,34.61833894287357,423839670021698.44,,,,,35.423475301525386,2593100283415.398,,,54.07718484086521,8340636069406.568,,,,,,,,,,,,
36.247337126962115,573712284216093,37.26130283895749,129318344816391.8,37.95298933792763,4623974368966.987,,,,,36.41439469595297,423839670021698.44,,,,,36.58222220374675,2601234949012.976,,,56.10350317866404,8287686110456.814,,,,,,,,,,,,
38.127907956432544,567161184311601.2,39.05455488555863,120364919713944.47,39.922052179430004,4407151496790.321,,,,,38.303632743927935,423839670021698.44,,,,,46.25050491864411,2598520562338.5938,,,63.083121851848254,8039259104409.508,,,,,,,,,,,,
40.10604586047921,556602169010305.56,41.190055513738464,110954021015819.08,41.99327320508123,4187359744972.4414,,,,,40.29088753587786,423839670021698.44,,,,,48.65005636965496,2586340831356.827,,,67.43253795318753,7817843499622.588,,,,,,,,,,,,
42.18681277768592,547095851880922.94,43.36692654728812,102191164263696.73,44.070512691839376,3994553521537.415,,,,,42.38124433996667,423839670021698.44,,,,,51.17410045433925,2567507956979.071,,,69.63834197995438,7759566222494.128,,,,,,,,,,,,
44.37553326824672,534952025970976.94,45.61687326042071,94248207184621.39,46.89293790518326,3734999103508.3706,,,,,44.58005225634506,421192924899503.1,,,,,53.829096053098326,2542168211276.5522,,,78.48200941743886,7385424148236.01,,,,,,,,,,,,
46.6778081392023,525266787816264.4,48.36010812894179,85688187976584.56,49.39066575986416,3532358563244.72,,,,,46.89293790518326,418999933975968,,,,,56.62183714355822,2510517267788.5757,,,82.55378376686761,7202666399316.234,,,,,,,,,,,,
49.09952877657589,517194828217591.9,50.78341517611096,79251036433304.6,51.617215181610845,3368229437629.576,,,,,49.325819824861185,414864658855412.8,,,,,59.55947018595892,2476673284049.6685,,,85.45045794211296,7125998374782.756,,,,,,,,,,,,
51.646892221083675,501595669002393.2,53.582145417156404,72521041389144.27,54.92927091643511,3131339096623.4927,,,,,51.88492361716018,411199282527186.06,,,,,62.64951241052594,2440735980422.84,,,96.96869886894983,6639361865136.63,,,,,,,,,,,,
54.32641702599764,488502817339537.7,56.36207430680152,66570739429439.15,57.67291580466556,2954589392279.934,,,,,54.5767978782119,407140995103392.94,,,,,65.89987105362046,2402601144372.693,,,101.99959274746895,6454816941195.79,,,,,,,,,,,,
57.14495993774008,478158532576951.1,59.23173308825801,61309956923177.695,60.665080518251756,2779533506760.4404,,,,,57.408330955970754,399144183462163.5,,,,,69.95929278742963,2354386314441.8276,,,105.57858783062,6316484165755.234,,,,,,,,,,,,
60.109733441894534,468033293075624.56,62.13946276423437,56440679549566.53,63.812483605835794,2608033327137.683,,,,,60.38676857709131,392327122013970.56,,,,,73.58889473047996,2305734369094.702,,,120.91689842941642,5799734547198.143,,,,,,,,,,,,
63.228324219532304,455737191514832,65.5975435716741,51411620613161.26,66.81523945982472,2460779009298.1113,,,,,63.51973238831675,386432553853764.44,,,,,77.40680632818939,2255731473406.2017,,,127.19026386809455,5612098764943.305,,,,,,,,,,,,
66.50871256108321,443301063787764.7,68.64483011020535,47573634221004.16,71.58637172792058,2243986739925.001,,,,,66.81523945982472,380030929555080.5,,,,,81.28251793396014,2208541640749.9707,,,130.748223615873,5487527631463.544,,,,,,,,,,,,
69.95929278742963,429586627673268.94,72.5807272850235,43095594804142.516,75.30038917388126,2097850474235.2786,,,,,70.2817228004386,373150518078524.25,,,,,85.80481985065043,2155914485827.8467,,,146.7439480645388,5075288234228.072,,,,,,,,,,,,
