Total,,H,,He3,,He4,,C12,,N14,,O16,,Ne20,,Na23,,Mg24,,Al27,,Si28,,S32,,Ar40,,Ca40,,Fe56,,Ni58,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
12.63676063100671,95396252636263.05,12.236489506039561,97982676131482.2,10.322105201890233,356532062949.3675,,,,,10.322105201890233,1101939393374.0295,,,,,10.274750692326267,4125153353.5940013,,,10.785756517986284,9890695811.889486,,,,,,,,,,,,
13.292376334263295,90281957546325.53,12.871338492037552,92495450257539.69,10.847652215552005,344990163581.1231,,,,,10.857632815226584,1101939393374.0295,,,,,10.807821476654237,4177160562.366897,,,11.187049852793809,10120504025.586824,,,,,,,,,,,,
13.982006446980312,84729154895884.4,13.539124476414347,88047864148564.75,11.394716540669082,331626480932.30273,,,,,11.376019188336791,1090429452804.8945,,,,,11.84889702381645,4240435426.2502975,,,12.75351024324446,10295282597.321157,,,,,,,,,,,,
14.707415692066638,79451489634288.9,14.241556284238792,82701516063193.62,12.013481655175505,318248390635.3472,,,,,11.930905541059426,1067068485448.7643,,,,,12.463637081171276,4286729196.2908893,,,13.415183106351359,10286687204.515871,,,,,,,,,,,,
15.470460349127055,74316115243077.98,14.980431397204796,77356075094621.11,12.63676063100671,307021281161.33594,,,,,13.11027085296695,1042838357985.3757,,,,,13.11027085296695,4286729196.2908893,,,13.91786148380984,10336640564.52583,,,,,,,,,,,,
16.27309300457272,69454632353899.87,15.757640553281295,72295729377996.66,13.292376334263295,294955876250.8846,,,,,13.790453037004053,1047202541203.907,,,,,13.790453037004053,4286729196.2908893,,,15.757640553281295,10295282597.321115,,,,,,,,,,,,
17.117367548174865,64802827853502.61,16.575172584999535,67679374613500.555,13.982006446980312,281948116463.66284,,,,,14.505924179497478,1048077567051.329,,,,,14.505924179497478,4286729196.2908893,,,16.575172584999535,10295282597.321115,,,,,,,,,,,,
18.005444428848044,60513104927440.11,17.435119508758586,62830808728137.766,14.70065443115252,271184962732.47546,,,,,15.258515129031851,1043709737190.4679,,,,,15.258515129031851,4286729196.2908893,,,17.235840173002916,10323985811.649311,,,,,,,,,,,,
18.93959618311184,56365933273871.11,18.3396818781723,58280896618787.22,15.456239526397678,260919841383.03732,,,,,16.05015172159541,1040228582957.6594,,,,,16.05015172159541,4286729196.2908893,,,19.559134447488724,10087350227.958864,,,,,,,,,,,,
19.92221325037818,52716830646491.234,19.291174415156604,54150849662949.37,16.521906777618234,243769983471.81464,,,,,16.882859708681046,1028135725345.9055,,,,,16.882859708681046,4283150263.8095436,,,20.763974065551505,9740396761.373032,,,,,,,,,,,,
20.955810089945267,48660302442186.164,20.2920319331668,50961981962938.29,17.355132769873652,233838422506.4919,,,,,17.758769941065292,1014487362092.402,,,,,17.758769941065292,4243978666.8903036,,,21.492547181242998,9710612142.940403,,,,,,,,,,,,
22.04303161535105,45249792583871.625,21.344815567742014,47297883792937.32,18.255545297124755,223152903176.44653,,,,,18.594425401986733,1003159128628.7917,,,,,18.255545297124755,4208679083.726405,,,24.166351402750955,9282367377.15446,,,,,,,,,,,,
23.18665996255147,41937972396660.08,22.45221933030046,43653478541242.164,19.211504562162546,211997346241.62134,,,,,19.739839093966506,984437323780.1211,,,,,19.812587554748724,4151075511.520889,,,25.420141035450357,9098148885.53031,,,,,,,,,,,,
24.389621609242756,38771272226102.51,23.617077001956247,40357241979433.75,20.250604264615717,202396264477.82407,,,,,20.763974065551505,970558067980.513,,,,,20.859671551351088,4111394456.320012,,,26.37265544760297,9005910676.932169,,,,,,,,,,,,
25.65499486354581,35873637274337.11,24.842369384998634,37622831881407.375,21.246892396724665,192324745715.82132,,,,,21.95452063302639,945849386657.9071,,,,,21.941905252944203,4046663785.861521,,,29.85881311308367,8588634347.443279,,,,,,,,,,,,
26.98601774121566,33275836928535.43,26.131231930589813,34898363076526.074,22.349215745836474,182313962847.71033,,,,,23.210364897030832,920722427759.7642,,,,,23.080286999916662,3989611213.3287153,,,31.407936921720832,8334231186.955904,,,,,,,,,,,,
28.386096251533402,30711861013929.945,27.486962762200076,32344161239617.06,23.5087294239295,173402617031.27777,,,,,24.50202906362693,900274810519.3599,,,,,24.27772984422326,3976304398.7348967,,,32.58481916372723,8095473564.403095,,,,,,,,,,,,
29.85881311308367,28630974938303.953,28.913031115311842,29851972971757.785,24.773925212006287,163609711485.579,,,,,25.773234199565593,881671185188.1556,,,,,25.537297971694056,3894136513.5819244,,,36.89215246702773,7533108771.467941,,,,,,,,,,,,
31.407936921720832,26139524819776.47,30.413086214989278,27505827182080.188,26.011350215748468,154912338440.01367,,,,,27.11039152637954,856985657048.8097,,,,,26.862214543105864,3797773243.3182073,,,38.80617736554262,7279507166.326604,,,,,,,,,,,,
33.0374317941842,24044950237116.887,31.99096661403066,25386443120978.574,27.298027810709318,146799872644.94058,,,,,28.451434304946627,838015735400.4615,,,,,28.11007933064789,3730572671.076904,,,40.260278000534434,7105302532.379386,,,,,,,,,,,,
34.75146751203969,22229336756886.01,33.65071001559931,23391255174790.824,28.780387397611445,137816964977.14322,,,,,30.088521939640497,804649937919.796,,,,,29.61950602080009,3654245639.992042,,,45.58221750127227,6443802505.752279,,,,,,,,,,,,
36.554430191905624,20482274179520.29,35.396563605468465,21552874344970.055,30.31999795449104,129689080705.08797,,,,,31.698111323521353,785029644998.3572,,,,,31.263847376007643,3567168924.8099585,,,47.94709711367576,6195744965.231138,,,,,,,,,,,,
