Total,,H,,He3,,He4,,C12,,N14,,O16,,Ne20,,Na23,,Mg24,,Al27,,Si28,,S32,,Ar40,,Ca40,,Fe56,,Ni58,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
10.260046526574406,4386481814.593398,10.307333267237835,720300826.0873302,10.402561561679262,11495015.771276528,,,,,10.269486487866446,3603527114.735573,,,,,10.250615242723962,26840927.69649922,,,10.354837944129603,7814920.933814636,,,,,,,,,,,,
10.792354434857502,4760632563.548509,10.78615299436817,692789426.6839938,10.942263381874843,11323489.622390367,,,,,10.736669582298635,3992248966.3621225,,,,,10.777476963796866,30920417.497250605,,,10.892063785393928,8835824.538112957,,,,,,,,,,,,
11.35227934355934,5175335021.513997,11.420343157953088,657291205.7348412,11.509965810670094,11135905.202833384,,,,,11.35227934355934,4479038388.485971,,,,,11.34184405278738,35521896.19196999,,,12.331867666114139,11975226.4970719,,,,,,,,,,,,
11.941254067598244,5598038052.762153,11.996289196613313,625476764.5355033,12.123038130213493,10964503.26712993,,,,,12.218977901592348,5152332308.185131,,,,,11.892545950460148,40389560.969968006,,,12.971665026249974,13550925.85375919,,,,,,,,,,,,
12.56078575866188,6085687563.46801,12.569039533011923,598178231.8960506,12.729404106690088,10798831.499948768,,,,,13.071458207592547,5987233335.971261,,,,,12.543470470533476,46324481.7653281,,,13.33452819377141,14463138.249240527,,,,,,,,,,,,
13.212459761919813,6582744965.474535,13.273353653255459,567245198.1089691,13.395984676930125,10609299.699315326,,,,,13.770717559879449,6601097636.984568,,,,,13.1821176571109,52441749.443671785,,,14.754054825987442,18659398.737265214,,,,,,,,,,,,
13.897943672828578,7138264254.673458,13.96199683832932,534584578.21223986,14.078037378808249,10428319.148346364,,,,,14.47184967857254,6956972538.644872,,,,,13.890844818371571,59530675.21542829,,,15.51951919720387,21132243.975334965,,,,,,,,,,,,
14.618991604410393,7740663938.341656,14.738986389773427,505302863.2937943,14.808428864893125,10238446.766370155,,,,,15.215674653778118,7817984333.732709,,,,,14.645904971829825,67391854.90892425,,,15.99037634676975,22687066.863922562,,,,,,,,,,,,
15.377448675925244,8365903531.586198,15.686927935729036,469015789.4482338,15.591045917633306,10003662.402333988,,,,,16.06407316456311,8364156839.581371,,,,,15.398676051166321,75593402.42660335,,,17.652000467568808,29514867.602892764,,,,,,,,,,,,
16.175255734422617,8996447780.276327,16.416701259123453,445676913.4304832,16.399934748582098,9653778.217151845,,,,,16.916939261331603,9211246692.64934,,,,,16.175255734422617,84404444.68466736,,,18.567814974020273,33622343.17096032,,,,,,,,,,,,
17.014454321254885,9616243884.137144,17.250790048252146,420991513.53359187,17.274603425963655,9425903.923930956,,,,,17.938386982394825,10245597436.937347,,,,,16.945052729979043,93095048.47783963,,,19.131156423020123,36081064.533996366,,,,,,,,,,,,
17.897191896261717,10421085563.27623,18.11799754124808,395905870.825935,18.145789105325793,9174244.19347253,,,,,18.791133109036227,10812994545.317902,,,,,17.897191896261717,104003949.44451551,,,21.119151594734262,47432504.500425555,,,,,,,,,,,,
18.8257273329934,11020883502.099659,19.087222169765045,372660690.87162316,19.043388810494942,8953201.202849913,,,,,19.802436699035574,11723546975.438215,,,,,18.8738805458953,115588876.84045795,,,22.214847543187226,54532236.854249544,,,,,,,,,,,,
19.802436699035574,11752959568.625921,20.036508630963702,349188811.97022104,20.077498313426407,8624375.940822762,,,,,21.09488783760549,12359537232.900633,,,,,19.711589467805783,126018481.65739764,,,22.836275087701704,58446777.518875934,,,,,,,,,,,,
20.829819336226336,12439800917.68011,21.21648603097734,324142762.4570763,21.119151594734262,8313180.396059584,,,,,22.42008802469355,12734153943.19088,,,,,20.829819336226336,138274949.7845182,,,25.151391464751494,76100199.91405156,,,,,,,,,,,,
21.910504256325183,13144804822.29668,22.28646710902592,302407666.04837614,22.214847543187226,8040030.244608454,,,,,23.610404625405213,14153259193.78727,,,,,22.112932944384912,152660953.0595297,,,26.456286578660986,86763222.28409278,,,,,,,,,,,,
23.047256868499375,13843436138.331747,23.583278671932465,281235965.4913479,23.367389980291566,7782352.499866532,,,,,24.967027278034287,14482107161.12743,,,,,23.070819283908893,164388181.69795325,,,27.258961682717768,93380591.80467258,,,,,,,,,,,,
24.242986055843552,14530571940.3788,24.718256773122004,263449077.43264124,24.5797281943754,7445361.36067296,,,,,28.107522268176695,16698543632.503847,,,,,24.354717692884435,178840893.6866301,,,30.106927840627062,121517834.90472405,,,,,,,,,,,,
25.500751619040347,15226358126.152729,25.974125448310772,245781459.59150395,25.854964487644292,7128914.433948751,,,,,29.84351513633835,17149439868.193415,,,,,25.520302184844798,192079464.1167858,,,31.65274824884644,137698693.3377958,,,,,,,,,,,,
26.823772106210633,15915531897.865768,27.321705339986874,227665975.39552116,27.196362114790002,6871680.006082296,,,,,31.536524726387906,18154683220.53815,,,,,26.94739812992466,206125774.9114587,,,32.6130823047535,147829992.237245,,,,,,,,,,,,
28.215433048988693,16525110415.015718,29.340068222550418,204838584.42908192,28.66001938771855,6563150.062668028,,,,,33.80920199998266,18616369900.53831,,,,,28.345472991969288,221137682.84510955,,,36.33465724149825,191678803.72332254,,,,,,,,,,,,
29.679295625898824,17262972171.040787,30.83390934637176,190672842.2954529,30.14348245761853,6261277.846965864,,,,,36.064171694605534,19100031383.77443,,,,,29.7647135453162,233491436.22923562,,,38.21975838059246,214916225.33633506,,,,,,,,,,,,
31.21910577520157,17755783583.95336,32.32939437143104,176835668.12809205,31.580058452838532,6020120.981702346,,,,,38.32535003520273,19539328053.184063,,,,,31.21910577520157,247860161.16078028,,,39.288899663521136,227665975.39552116,,,,,,,,,,,,
32.8388037805297,18374355022.17684,34.13202295435045,163101075.03239074,33.32557801165583,5697239.900108426,,,,,42.094435323919676,19974959582.4976,,,,,33.340905419636584,265419674.12908193,,,43.671749795210104,284781602.7848106,,,,,,,,,,,,
34.542534353842115,18824849251.81278,35.787470813063734,150987094.17532676,35.022340218591175,5407009.152520524,,,,,48.575424467827304,20425664650.512703,,,,,35.022340218591175,279363044.2526124,,,45.93751123443358,314016365.59091705,,,,,,,,,,,,
36.33465724149825,19334775108.069748,37.48871781749524,140933402.53220728,36.83935621521954,5155621.609983025,,,,,55.72383073643025,19974959582.4976,,,,,36.535701757493435,289627128.66582924,,,47.44018561591548,333851301.57249314,,,,,,,,,,,,
38.21975838059246,19742746830.42652,39.61543641929961,128326020.60973959,38.75064195828399,4870963.187774596,,,,,58.61487374525119,21355264454.057552,,,,,38.75064195828399,304206322.89140224,,,52.975381733956205,405123457.6213395,,,,,,,,,,,,
40.202661634097616,20058552962.749924,41.70908972826002,118082629.71617818,40.76108831561918,4609715.636894298,,,,,61.655908769488036,21696864512.54505,,,,,40.76108831561918,317444551.60399896,,,55.72383073643025,438945139.3263874,,,,,,,,,,,,
42.288441134846565,20584697029.70799,44.27836312186846,106999790.03939432,42.875839901241285,4358837.570989275,,,,,64.85471763895788,19974959582.4976,,,,,42.83642738830701,329685549.24546534,,,57.67908674136147,459771668.78886557,,,,,,,,,,,,
44.48243426993995,20931446429.396854,46.53278322836648,98310812.72142982,45.100308240112525,4101009.802588806,,,,,67.80251313541814,20097682837.765232,,,,,45.14180368196486,341085573.20525223,,,64.55718498581845,542229289.3864713,,,,,,,,,,,,
46.79025533880577,21107005392.02533,48.99201438639418,90161602.79361637,47.44018561591548,3877817.4218492103,,,,,75.5810201361977,21051671631.983406,,,,,47.68318487750673,349902474.22299767,,,67.90651678616062,576318885.4551358,,,,,,,,,,,,
49.2178099198616,21570380724.0857,51.71843552251177,82445764.03781241,49.90145963727229,3636273.3828079626,,,,,79.54407687316531,21107005392.02533,,,,,50.157066095947584,360784116.0363159,,,70.45103201240182,599593112.1447006,,,,,,,,,,,,
51.77130998254248,21498435604.206715,54.15209467898077,75980233.83036502,52.49042855968307,3421185.704885929,,,,,82.82879470722303,21262714899.525143,,,,,52.73234766562329,368944234.5497881,,,79.26111552300748,680957140.788211,,,,,,,,,,,,
54.457289783365475,21588404592.372635,56.932498363664784,69807625.3687551,55.21371740239137,3197384.5049631046,,,,,89.41243267743529,20159326924.24417,,,,,55.468187665182896,377043898.80916524,,,83.51719896746883,714906540.4882923,,,,,,,,,,,,
57.282622586707845,21751298639.920773,60.005695435042384,63543429.56298654,58.07829490141893,2993219.4550991175,,,,,94.99299665735842,20159326924.24417,,,,,57.41447358238739,383475271.20529526,,,86.64665979808306,735253785.353982,,,,,,,,,,,,
60.25453825308651,22025524646.20061,62.94498725981336,58339479.1514692,61.14769979228353,2777392.3139637215,,,,,101.5425150871264,19012491002.19469,,,,,61.232109449306236,387904673.0791508,,,97.8750531867169,801575407.2201923,,,,,,,,,,,,
63.38064173994594,21769473680.351093,66.30207432133957,53316224.105254516,64.2281937843653,2610780.9219084135,,,,,107.00734307005379,18355947957.531506,,,,,67.90651678616062,394438930.65566903,,,103.18994349366301,830887299.9153675,,,,,,,,,,,,
66.66893256229714,21606443521.11827,69.98465417443441,48388422.69648956,68.30917031329938,2379519.305889293,,,,,112.61082734674667,18138011106.100887,,,,,70.77572836456872,398745107.5727373,,,107.05655887671135,843896233.8787085,,,,,,,,,,,,
70.12782526300616,21636541904.231335,74.37925419134714,43239899.882752694,71.42961737012071,2240105.4006404066,,,,,118.7649129615036,17587101303.90431,,,,,89.0704721125284,398079571.6705357,,,121.20818816976957,893511881.5033889,,,,,,,,,,,,
73.76617094511455,21498435604.206715,78.27015590497406,39613712.80433014,75.13550214493817,2076152.6869661612,,,,,125.25531410333807,17131442234.93559,,,,,93.04759267757677,391485003.3987846,,,127.49666619414519,905532706.1935369,,,,,,,,,,,,
