Total,,H,,He3,,He4,,C12,,N14,,O16,,Ne20,,Na23,,Mg24,,Al27,,Si28,,S32,,Ar40,,Ca40,,Fe56,,Ni58,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
10.25589177317351,12642012630517266,10.68922755323058,58743129792277.94,10.303159365312993,179962632279.6046,,,10.185396664949922,132486999978554.11,10.27162349367625,127023835539132.88,10.313692823692925,6977064711477.859,10.219278061408698,84547505591928.08,10.25589177317351,12699486685502.393,10.303159365312993,254161024047929.34,10.303159365312993,63993775396007.38,10.350644805428654,806481329005435.8,10.208841029593525,657582435526327.1,10.303159365312993,47474333553463.93,10.303159365312993,925981593529.0933,10.138669330326854,9745421859065036,10.25589177317351,712257500343276.9
10.787984126089821,13844076285736818,11.665116945633931,52974668411296.695,10.837704037820272,174960466264.12872,,,10.862649859148611,141938155067227.72,10.896000296088197,135565307246541.4,10.837704037820272,7433278199814.973,10.542785195647795,89658862313744.8,10.745548646801662,13589199037216.053,10.837704037820272,272861138339521.4,10.837704037820272,69495729158921.9,10.856408025907818,890224266300255.9,10.250653222439784,554583257726293.3,10.837704037820272,51988422614143.14,10.85765610555831,1014875704437.9801,10.837704037820272,10945709174004872,10.787984126089821,777543199557643.2
11.347682296061707,15065765806747986,12.27032219349758,49498926429997.83,11.452522258339036,167629172805.22144,,,11.512865119834379,150573976082686.5,11.452522258339036,142532153273824.56,11.379033110415394,7838162334866.23,11.496490937163625,99612383801038.62,11.347682296061707,14698239757515.049,11.21798094304319,287633540159889.06,11.192219112191742,72914777406122.64,11.243802071512224,901800626583966.8,10.760460581308305,597948196183512.2,11.21798094304319,54717260635364.305,11.192219112191742,1081461782123.4044,11.192219112191742,11412500451808652,11.166516442782287,832141142096816.1
11.936418517796415,16395264997031518,12.873057229201953,46666990181855.43,12.046697747905505,160102830025.23163,,,12.102218848202709,157393934037586.16,12.054613711666434,149589060252365.9,12.007984601569918,8378043558722.035,11.96389331897258,105298043066314.28,11.881658056262173,15738542307443.186,12.555699332668238,338334851789166.06,12.555699332668238,86081483610027.4,12.64259976594495,1112077654256791.4,11.192219112191742,644868557717931.9,12.555699332668238,66167885307231.734,12.555699332668238,1291945384487.6511,12.555699332668238,13829630002749810,12.555699332668238,1010493660366431.6
12.555699332668238,17693684882980774,13.576558821177986,43852944695335.17,12.671700028674614,154036050061.9903,,,15.442064899960778,184848132320386.84,12.7594033252946,157393934037586.16,12.61356633128799,8858401886459.322,13.207109443869317,118112750494891.83,12.625171695611973,16977861430336.271,13.207109443869317,362470466277232.25,13.390560041403315,93580109551405.14,13.329128444733346,1206744784791192.5,12.59907462651391,782327118734027.6,13.207109443869317,71482630440349.81,13.207109443869317,1398634608055.1653,13.207109443869317,15097257320356648,13.207109443869317,1087109205468387.6
13.207109443869317,19154834498807530,14.280932783719521,40890220159076.58,13.329128444733346,148974813760.26038,,,16.243224353300448,190596737471687.88,13.514273921734652,167568871547169.78,13.267978676534902,9265152031488.47,13.796825264704944,124377321641265.31,13.267978676534902,18225119194997.434,13.733529853432618,378191541304701,15.442064899960778,113874633702440.53,13.828582280466833,1229637323406386.2,13.166685172697063,817407146865660.8,13.70199112334618,75470721041902.34,13.70199112334618,1468977457302.4326,13.670524821215709,15741095734466754,13.70199112334618,1147760163309219
13.89231577157193,20521272802757510,15.052581761050874,38229523335045.484,14.007777180803279,143389577467.7604,,,17.120902839055745,196775054329157.56,14.14090858556683,172823063093984.06,13.969183811960606,9749437770996.19,15.248027129637336,138715138329223.92,13.919719965411899,19273512610761.04,15.442064899960778,438324286731375.1,16.243224353300448,120479127000600.61,15.362389133903514,1450355550291713.8,13.70199112334618,874601337675901.6,15.371221656679486,88635066622942.78,15.442064899960778,1727013092796.6956,15.442064899960778,18525454923831556,15.371221656679486,1345152051124478
14.613071718479194,21985187993736436,15.801208876340937,35737810112784.836,14.78202682575442,135543316647.86708,,,18.063531835353853,203101804951756.44,15.077211777718631,189577980744802.25,14.69392779787794,10242983173811.586,15.832378581815027,144522973679242.8,14.680420782721548,20443105052415.133,16.243224353300448,459409054599504.8,16.85187185351574,125381238154127.39,16.22829318713803,1545365591351667.8,15.339840182506991,1019323682728065.6,16.168705647286178,93677862328902.5,16.243224353300448,1838658121589.5,16.243224353300448,19620366842408784,16.168705647286178,1433607139480642.2
15.371221656679486,23455375127692780,16.561664040207216,33521081282922.215,15.592696911448963,130037064223.44466,,,19.00943623515455,208538081617941.3,15.947194470518763,198034545830349.6,15.442064899960778,10656416217972.654,16.723217354749643,152063522210854.8,15.442064899960778,21787411565700.438,16.890660861117247,480420079507738.9,19.079492896703933,142086422139762.53,16.929539151803976,1619871618161725,16.284771934791603,1106062926997297.1,16.81317192396293,97350466417717.1,16.85187185351574,1917469973472.651,16.81317192396293,20382481041742904,16.81317192396293,1489033637463486.5
