1.03355e+1  2.54118e+15
1.09161e+1  2.47059e+15
1.14129e+1  2.41331e+15
1.19930e+1  2.33932e+15
1.25177e+1  2.27550e+15
1.32603e+1  2.19421e+15
1.39793e+1  2.12022e+15
1.46898e+1  2.04681e+15
1.53671e+1  1.98224e+15
1.64234e+1  1.88943e+15
1.72000e+1  1.81302e+15
1.80336e+1  1.74180e+15
1.89930e+1  1.67860e+15
2.00485e+1  1.60989e+15
2.10202e+1  1.53944e+15
2.19596e+1  1.49029e+15
2.32637e+1  1.41321e+15
2.44462e+1  1.34651e+15
2.56657e+1  1.28316e+15
2.71165e+1  1.22540e+15
2.84948e+1  1.16470e+15
3.03118e+1  1.09886e+15
3.39965e+1  9.65671e+14
3.52977e+1  9.32872e+14
3.96327e+1  8.22019e+14
4.14226e+1  7.78389e+14
4.38431e+1  7.25864e+14
4.59472e+1  6.87647e+14
4.85738e+1  6.42693e+14
5.07369e+1  6.09604e+14
5.30761e+1  5.76149e+14
5.60259e+1  5.40861e+14
5.84205e+1  5.11365e+14
6.19499e+1  4.73890e+14
6.43790e+1  4.50832e+14
7.01880e+1  3.97108e+14
7.45194e+1  3.65863e+14
7.78196e+1  3.43799e+14
8.22928e+1  3.18727e+14
8.60567e+1  2.97950e+14
9.13229e+1  2.72458e+14
9.55763e+1  2.54531e+14
1.00661e+2  2.35419e+14
1.05914e+2  2.17735e+14
1.11154e+2  2.01804e+14
1.17744e+2  1.84224e+14
1.22741e+2  1.72159e+14
1.30148e+2  1.56916e+14
1.37149e+2  1.43919e+14
1.43715e+2  1.33194e+14
1.52235e+2  1.20840e+14
1.59333e+2  1.12095e+14
1.67365e+2  1.02916e+14
1.76561e+2  9.36965e+13
1.84701e+2  8.63085e+13
1.95259e+2  7.84460e+13
2.05995e+2  7.14858e+13
2.14644e+2  6.65120e+13
2.22859e+2  6.27032e+13
2.45721e+2  5.22607e+13
2.57179e+2  4.81821e+13
2.68447e+2  4.45835e+13
2.83846e+2  4.02261e+13
2.98572e+2  3.66182e+13
3.12494e+2  3.35623e+13
3.29366e+2  3.04938e+13
3.48718e+2  2.73598e+13
3.64978e+2  2.51269e+13
3.83914e+2  2.28712e+13
4.06674e+2  2.05038e+13
4.25423e+2  1.88304e+13
4.45929e+2  1.72072e+13
4.73218e+2  1.54028e+13
5.00870e+2  1.38579e+13
5.23438e+2  1.26903e+13
5.50595e+2  1.15279e+13
5.79887e+2  1.04628e+13
6.11962e+2  9.40605e+12
6.38175e+2  8.66221e+12
7.24834e+2  6.77835e+12
7.51447e+2  6.31362e+12
8.33947e+2  5.14167e+12
8.66083e+2  4.78872e+12
9.64301e+2  3.88035e+12

