1.02890e+1  7.28684e+13
1.06909e+1  7.38604e+13
1.20472e+1  7.79334e+13
1.24896e+1  7.87423e+13
1.41696e+1  8.20627e+13
1.46898e+1  8.26702e+13
1.65908e+1  8.34188e+13
1.72388e+1  8.34188e+13
1.95136e+1  8.26702e+13
2.02301e+1  8.26702e+13
2.28481e+1  8.00042e+13
2.36870e+1  7.87423e+13
2.67523e+1  7.49273e+13
2.77971e+1  7.38604e+13
3.14652e+1  6.81885e+13
3.26205e+1  6.68276e+13
3.66763e+1  6.17007e+13
3.81087e+1  5.97599e+13
4.29435e+1  5.39414e+13
4.46206e+1  5.22803e+13
5.02816e+1  4.64102e+13
5.21277e+1  4.46237e+13
5.86089e+1  3.99632e+13
6.08979e+1  3.84217e+13
6.86239e+1  3.34799e+13
7.09833e+1  3.22281e+13
7.96591e+1  2.84640e+13
8.27391e+1  2.71551e+13
9.32361e+1  2.34212e+13
9.66594e+1  2.24110e+13
1.08188e+2  1.93660e+13
1.12414e+2  1.86241e+13
1.26106e+2  1.59343e+13
1.30736e+2  1.52371e+13
1.46991e+2  1.30144e+13
1.52388e+2  1.24735e+13
1.71334e+2  1.06122e+13
1.77625e+2  1.01196e+13
1.98811e+2  8.56164e+12
2.06111e+2  8.19505e+12
2.30695e+2  6.95846e+12
2.39705e+2  6.60471e+12
2.68901e+2  5.59096e+12
2.78774e+2  5.33580e+12
3.12025e+2  4.47750e+12
3.24211e+2  4.25917e+12
3.63701e+2  3.57113e+12
3.77054e+2  3.38755e+12
4.22028e+2  2.84823e+12
4.36538e+2  2.71992e+12
4.89709e+2  2.27540e+12
5.07689e+2  2.15842e+12
5.68244e+2  1.80293e+12
5.89108e+2  1.70437e+12
6.59374e+2  1.42507e+12
6.83583e+2  1.36048e+12
7.65118e+2  1.12363e+12
7.93210e+2  1.07042e+12
8.87821e+2  8.85951e+11
9.20418e+2  8.37656e+11

