1.03455e+1  4.74317e+16
1.08632e+1  5.01122e+16
1.14153e+1  5.24764e+16
1.19776e+1  5.51902e+16
1.26053e+1  5.83757e+16
1.32460e+1  6.08173e+16
1.39193e+1  6.34260e+16
1.45939e+1  6.60113e+16
1.53703e+1  6.94093e+16
1.61516e+1  7.17222e+16
1.69726e+1  7.37336e+16
1.77952e+1  7.57394e+16
1.88011e+1  7.84318e+16
1.97143e+1  8.03501e+16
2.07891e+1  8.21909e+16
2.18655e+1  8.32586e+16
2.29562e+1  8.52785e+16
2.41231e+1  8.71329e+16
2.53493e+1  8.72222e+16
2.66378e+1  8.69545e+16
2.79918e+1  8.95765e+16
2.94146e+1  8.91188e+16
3.09098e+1  8.84821e+16
3.24809e+1  8.84821e+16
3.41319e+1  8.84821e+16
3.58668e+1  8.84821e+16
3.76899e+1  8.93931e+16
3.96057e+1  8.83010e+16
4.16189e+1  8.70437e+16
4.37344e+1  8.73116e+16
4.59574e+1  8.58922e+16
4.82934e+1  8.45825e+16
5.09264e+1  8.42654e+16
5.33277e+1  8.21067e+16
5.61226e+1  8.07535e+16
5.89162e+1  7.88552e+16
6.17755e+1  7.71825e+16
6.50253e+1  7.57239e+16
6.83306e+1  7.38849e+16
7.18038e+1  7.23865e+16
7.54536e+1  7.05563e+16
7.89323e+1  6.90547e+16
8.32441e+1  6.62348e+16
8.75542e+1  6.44676e+16
9.20046e+1  6.25870e+16
9.66812e+1  6.06307e+16
1.01710e+2  5.88108e+16
1.06712e+2  5.65684e+16
1.12338e+2  5.43196e+16
1.17889e+2  5.25840e+16
1.23881e+2  5.05764e+16
1.30002e+2  4.89704e+16
1.36658e+2  4.68415e+16
1.43748e+2  4.47262e+16
1.51055e+2  4.31068e+16
1.58733e+2  4.12619e+16
1.67555e+2  3.91776e+16
1.76072e+2  3.73475e+16
1.85021e+2  3.57747e+16
1.94329e+2  3.40815e+16
2.07090e+2  3.17991e+16
2.17616e+2  3.04600e+16
2.28575e+2  2.89332e+16
2.41387e+2  2.70472e+16
2.53657e+2  2.58287e+16
2.66670e+2  2.43239e+16
2.80099e+2  2.28879e+16
2.94336e+2  2.17229e+16
3.09437e+2  2.03569e+16
3.25019e+2  1.91316e+16
3.41540e+2  1.81392e+16
3.58900e+2  1.68840e+16
3.77143e+2  1.58288e+16
3.95778e+2  1.49157e+16
4.16645e+2  1.38000e+16
4.37626e+2  1.29627e+16
4.60285e+2  1.19734e+16
4.83246e+2  1.11734e+16
5.07809e+2  1.04003e+16
5.33621e+2  9.62129e+15
5.59483e+2  9.02368e+15
5.89248e+2  8.31878e+15
6.19199e+2  7.74315e+15
6.51260e+2  7.08220e+15
6.83747e+2  6.60633e+15
7.18502e+2  6.06164e+15
7.55023e+2  5.59042e+15
7.93401e+2  5.16111e+15
8.33730e+2  4.73557e+15
8.73479e+2  4.38936e+15
9.24800e+2  3.96650e+15
9.69620e+2  3.65927e+15

